date,FU576330005.Q,FU575013005.Q,FU574090005.Q,FU573020005.Q,FU573030005.Q,FU573034005.Q,FU572051005.Q,FU574022005.Q,FU573069105.Q,FU573061105.Q,FU573061705.Q,FU573063005.Q,FU573065005.Q,FU573064105.Q,FU573064205.Q,FU573090005.Q,FU573095005.Q,FU573074005.Q,FU573073005.Q,FU573093005.Q,FU574190005.Q,FU574090045.Q,FU574090055.Q
1957:Q1,1,1,1871,9,29,0,6,491,0,-74,18,547,33,493,0,810,0,9,755,46,1871,1454,417
1957:Q2,1,1,2024,15,30,0,5,436,0,-73,7,502,32,538,0,968,0,22,924,22,2024,1594,430
1957:Q3,1,1,2150,15,31,0,5,379,0,-69,10,438,33,537,0,1150,0,3,1111,36,2150,1735,415
1957:Q4,1,1,2275,12,32,0,4,332,0,-74,31,375,36,545,0,1314,0,5,1272,37,2275,1875,400
1958:Q1,1,1,1782,9,34,0,5,344,0,-50,29,365,36,578,0,776,0,15,738,23,1782,1363,419
1958:Q2,1,1,1698,7,35,0,3,360,0,21,-31,370,36,625,0,632,0,21,599,12,1698,1244,454
1958:Q3,1,1,1631,6,36,0,4,385,0,-1,5,381,40,688,0,472,0,26,436,10,1631,1123,508
1958:Q4,1,1,1577,8,38,0,6,409,0,20,0,389,47,764,0,305,0,29,256,20,1577,1003,574
1959:Q1,1,1,1944,9,39,0,7,260,0,25,21,214,54,825,0,750,0,15,692,43,1944,1361,583
1959:Q2,1,1,2091,11,40,0,7,393,0,47,35,311,60,919,0,661,0,26,592,43,2091,1433,658
1959:Q3,1,1,2174,11,42,0,9,357,0,64,16,277,65,841,0,849,0,10,776,63,2174,1504,670
1959:Q4,1,1,2305,8,44,0,8,477,0,32,4,441,68,943,0,757,0,27,679,51,2305,1575,730
1960:Q1,1,1,1931,3,45,0,10,332,0,-82,77,337,74,942,0,525,0,2,442,81,1931,1233,698
1960:Q2,1,1,1861,-2,48,0,10,279,0,-80,36,323,82,997,0,447,0,23,352,72,1861,1138,723
1960:Q3,1,1,1773,0,49,0,11,353,0,-49,-2,404,82,953,0,325,0,1,232,92,1773,1043,730
1960:Q4,1,1,1766,10,50,0,9,521,0,-4,-25,550,74,1081,0,21,0,40,-65,45,1766,949,817
1961:Q1,1,1,1637,22,53,0,9,130,0,3,-8,135,68,1198,0,157,0,44,83,30,1637,805,832
1961:Q2,1,1,1610,33,55,0,7,398,0,22,-20,396,61,1222,0,-167,0,17,-231,47,1610,692,918
1961:Q3,1,1,1509,34,57,0,7,272,0,2,11,259,61,1283,0,-206,0,23,-271,42,1509,577,932
1961:Q4,1,1,1508,25,59,0,9,415,0,-6,28,393,69,1391,0,-461,0,43,-539,35,1508,463,1045
1962:Q1,1,1,1475,17,62,0,14,274,0,-4,44,234,74,1286,32,-285,0,9,-406,112,1475,408,1067
1962:Q2,1,1,1286,10,63,0,17,452,0,38,21,393,79,1282,78,-696,0,-63,-849,216,1286,318,968
1962:Q3,1,1,1146,8,67,0,17,200,0,65,-3,138,81,1141,51,-420,0,30,-577,127,1146,227,919
1962:Q4,1,1,1193,12,68,0,14,503,0,76,-27,454,82,1323,18,-828,0,52,-955,75,1193,137,1056
1963:Q1,0,1,1529,14,72,0,11,380,0,28,9,343,81,1214,4,-247,0,35,-337,55,1530,444,1085
1963:Q2,0,1,1645,14,74,0,5,432,0,27,2,403,78,1500,-15,-443,0,31,-494,20,1646,513,1132
1963:Q3,1,1,1781,17,77,0,8,447,0,-15,42,420,84,1487,-11,-328,0,30,-395,37,1782,582,1199
1963:Q4,1,1,1932,21,80,0,16,325,0,39,-7,293,101,1631,7,-249,0,31,-395,115,1933,651,1281
1964:Q1,1,1,2210,29,83,0,26,447,0,193,16,238,137,1638,14,-164,0,45,-395,186,2211,771,1439
1964:Q2,1,1,2378,48,86,0,36,371,0,-207,-13,591,149,1699,37,-48,0,38,-368,282,2379,861,1517
1964:Q3,1,1,2533,7,89,0,36,291,0,-4,-11,306,134,1728,33,215,0,36,-117,295,2533,951,1582
1964:Q4,1,1,2712,35,93,0,30,680,0,54,115,511,138,1793,38,-96,0,35,-361,230,2712,1040,1672
1965:Q1,0,2,2932,-140,97,0,23,540,0,194,-74,420,141,2008,12,251,0,32,46,173,2933,1270,1662
1965:Q2,0,2,2977,-24,100,0,17,259,0,-200,1,458,256,1985,19,365,0,6,211,148,2978,1415,1562
1965:Q3,1,2,3218,32,104,0,17,137,0,-252,27,362,123,2201,-12,616,0,70,465,81,3219,1561,1657
1965:Q4,1,2,3557,181,108,0,22,362,0,82,23,257,87,2260,-1,538,0,46,340,152,3558,1707,1850
1966:Q1,1,2,4001,16,113,0,26,988,0,-60,11,1037,123,2185,17,533,0,23,299,211,4003,1996,2005
1966:Q2,1,2,4070,-166,117,0,29,330,0,-102,10,422,83,2382,27,1268,0,-3,1004,267,4072,2200,1870
1966:Q3,1,2,4193,-72,120,0,31,397,0,-26,-33,456,119,2152,57,1389,0,-34,1111,312,4195,2403,1790
1966:Q4,1,2,4499,39,147,0,32,570,0,-47,4,613,201,2337,0,1173,0,60,891,222,4501,2607,1892
1967:Q1,1,3,4516,66,121,0,33,246,0,-156,-14,416,80,2682,-20,1308,0,104,1011,193,4518,2482,2034
1967:Q2,1,3,4656,15,143,0,36,-32,0,-149,-42,159,-15,2875,14,1620,0,27,1301,292,4658,2554,2102
1967:Q3,1,3,4935,43,147,0,35,358,0,-32,-28,418,83,2895,0,1374,0,71,1056,247,4936,2628,2307
1967:Q4,1,3,5018,12,185,0,32,126,0,20,-25,131,24,2956,25,1658,0,19,1369,270,5020,2699,2319
1968:Q1,1,4,5220,-23,122,0,30,624,0,220,21,383,8,2726,78,1655,0,-27,1387,295,5223,2919,2301
1968:Q2,1,4,5444,79,167,0,28,14,0,-26,21,19,-41,3157,-33,2073,0,123,1825,125,5447,3051,2393
1968:Q3,1,4,5771,33,182,0,26,188,0,-61,22,227,21,3362,8,1951,0,55,1713,183,5773,3184,2587
1968:Q4,1,4,6039,32,195,0,26,251,0,239,-4,16,-4,3595,30,1914,0,50,1679,185,6041,3316,2723
1969:Q1,1,4,6571,-10,119,0,26,-27,0,101,36,-164,12,3602,67,2782,0,-4,2556,230,6574,3944,2627
1969:Q2,1,4,6905,4,241,0,24,-158,0,-269,35,76,-10,3391,69,3344,0,7,3130,207,6908,4275,2630
1969:Q3,1,4,7328,-5,180,0,23,589,0,-32,82,539,65,3283,43,3150,0,-2,2936,216,7331,4606,2722
1969:Q4,1,5,7658,20,209,0,26,244,0,24,58,162,82,3747,50,3280,0,38,3052,190,7661,4937,2721
1970:Q1,1,4,4710,5,217,0,26,253,0,-102,-30,385,14,1137,27,3031,0,10,2793,228,4713,4142,568
1970:Q2,1,5,4618,-111,220,0,28,118,0,-97,82,133,-17,925,201,3254,0,-160,3011,403,4621,4022,596
1970:Q3,2,5,4519,110,233,0,28,922,0,168,256,498,-20,1035,-54,2265,0,170,2013,82,4522,3903,616
1970:Q4,2,4,4488,78,216,0,29,774,0,-28,-12,814,-22,1469,2,1942,0,128,1676,138,4491,3783,705
1971:Q1,2,5,4190,93,252,0,31,-700,0,135,-145,-690,-91,1911,-26,2720,0,146,2446,128,4193,3653,537
1971:Q2,2,5,4187,6,198,0,31,-822,0,-258,-166,-398,-166,2360,82,2498,0,25,2215,258,4190,3530,657
1971:Q3,2,6,4201,37,268,0,34,-424,0,43,-3,-464,-146,2455,105,1872,0,68,1574,230,4205,3405,796
1971:Q4,2,6,4241,63,237,0,35,820,0,81,16,723,-110,2191,35,970,0,102,648,220,4245,3282,959
1972:Q1,2,6,5739,108,243,0,153,852,308,415,252,-123,-326,2897,50,1762,0,151,391,1220,5743,3912,1827
1972:Q2,2,6,6736,58,308,0,233,1631,486,-89,349,885,-199,3443,102,1160,0,76,-937,2021,6740,4090,2646
1972:Q3,2,6,7103,106,334,0,241,2467,528,172,534,1233,-268,3292,98,833,0,111,-1339,2061,7107,4267,2836
1972:Q4,2,6,6525,213,356,0,182,1523,433,758,337,-5,-137,2443,10,1935,0,185,305,1445,6529,4445,2080
1973:Q1,2,6,6087,99,380,0,130,2168,349,344,520,955,-214,1679,244,1601,0,-27,428,1200,6091,4237,1850
1973:Q2,2,6,5506,127,341,0,88,1238,278,286,190,484,-75,1000,207,2580,0,-61,1785,856,5510,4260,1246
1973:Q3,2,7,5495,324,448,0,79,2110,295,700,180,935,-78,679,-79,2012,0,192,1302,518,5499,4283,1212
1973:Q4,2,7,5603,115,347,0,103,1049,402,668,224,-245,15,712,238,3024,0,-129,2107,1046,5607,4306,1297
1974:Q1,2,4,6097,149,417,0,115,1226,475,730,60,-39,17,504,134,3535,0,94,2495,946,6099,4830,1267
1974:Q2,2,4,6403,236,429,0,120,1533,515,803,12,203,-16,47,187,3867,0,-73,2794,1146,6405,5052,1351
1974:Q3,3,5,7196,253,458,0,129,3019,601,1323,247,848,-9,217,501,2628,0,-259,1460,1427,7198,5275,1921
1974:Q4,3,5,7511,273,626,0,147,3115,733,324,794,1264,4,1013,-31,2364,0,211,1046,1107,7513,5498,2013
1975:Q1,2,4,7247,260,538,0,170,4462,926,1064,368,2104,37,1842,-107,45,0,365,-1483,1163,7248,4641,2606
1975:Q2,3,3,8060,289,656,0,364,3829,1179,893,227,1530,-31,1942,-24,1035,0,401,-2243,2877,8061,4432,3628
1975:Q3,3,4,8609,268,681,0,467,3885,939,1380,81,1485,-12,1812,569,939,0,-5,-3261,4205,8610,4223,4386
1975:Q4,3,4,7190,217,622,0,304,3387,619,500,485,1783,17,1952,90,601,0,234,-2138,2505,7191,4014,3176
1976:Q1,2,3,6970,217,641,0,39,3061,826,1217,485,533,0,2202,90,720,0,300,373,47,6971,5174,1796
1976:Q2,2,3,5706,87,551,0,-245,2999,548,1598,375,478,0,1674,-57,697,0,19,2896,-2218,5707,5513,193
1976:Q3,3,3,7863,-85,450,0,246,160,316,1160,191,-1507,-10,1226,193,5683,0,48,3470,2165,7863,5853,2010
1976:Q4,3,3,8780,-109,543,0,350,287,196,1704,-442,-1171,41,1183,282,6203,0,98,3057,3048,8780,6191,2589
1977:Q1,3,3,9785,-11,661,0,583,871,186,-202,1014,-127,6,1542,122,6011,0,10,770,5231,9785,5683,4102
1977:Q2,3,3,7516,68,734,23,16,3886,134,2084,541,1127,119,1931,345,394,0,144,243,7,7516,5683,1833
1977:Q3,3,4,9551,127,787,30,468,1463,37,123,980,323,-53,2335,-200,4594,0,64,383,4147,9551,5683,3868
1977:Q4,3,4,7091,141,823,41,-86,4109,5,1228,-109,2985,11,2253,55,-256,0,111,521,-888,7091,5683,1408
1978:Q1,3,3,10011,109,948,56,551,979,36,169,-29,803,62,2483,40,4783,0,92,-179,4870,10012,5682,4329
1978:Q2,3,4,6973,87,998,62,-132,4753,-15,708,-49,4109,88,2385,272,-1540,0,294,-351,-1483,6974,5682,1291
1978:Q3,3,4,8975,88,919,60,352,2587,-162,-1096,1551,2294,59,2358,-454,3006,0,369,-162,2798,8976,5683,3292
1978:Q4,3,4,9881,65,1151,87,447,2015,-11,2090,-1293,1229,15,2531,-351,3921,0,56,-103,3968,9882,5683,4198
1979:Q1,3,6,9454,23,1067,141,318,3240,431,548,1214,1047,77,2704,600,1284,0,301,-1574,2557,9457,5680,3774
1979:Q2,3,6,9803,-18,950,188,237,6192,905,1201,839,3247,-48,2776,48,-522,0,201,-2658,1935,9806,5680,4123
1979:Q3,3,7,9241,-47,1037,225,42,6737,1396,841,1270,3230,218,3746,235,-2952,0,323,-3323,48,9244,5680,3561
1979:Q4,4,7,10367,-87,1180,269,236,5463,1502,226,555,3180,171,4121,11,-997,0,101,-3119,2021,10370,5680,4687
1980:Q1,3,7,19566,-136,936,318,211,7081,1225,1208,784,3864,52,3903,506,6695,0,44,4790,1861,19570,14906,4660
1980:Q2,4,7,23470,-198,869,345,210,8344,1050,2184,1684,3426,72,3990,831,9007,0,521,7123,1363,23473,18598,4872
1980:Q3,4,7,27352,-274,821,350,296,7538,979,1182,1420,3957,208,4378,368,13667,0,480,11002,2185,27355,22288,5064
1980:Q4,4,8,29157,-285,1307,438,-107,7211,881,1646,1898,2786,93,4150,76,16274,0,325,17232,-1283,29161,25978,3179
1981:Q1,4,8,18357,-231,1096,611,-141,5808,755,1137,1960,1956,184,4298,-297,7029,0,131,8295,-1397,18361,15367,2990
1981:Q2,4,8,18156,-191,804,890,118,6430,1501,1191,2621,1117,123,4245,-401,6138,0,56,5077,1005,18160,13337,4819
1981:Q3,4,9,16893,-169,1233,1279,170,5839,1440,212,2787,1400,7,4477,-915,4972,0,-153,3444,1681,16898,11305,5588
1981:Q4,4,10,13224,-145,1516,1151,-267,8824,1278,11929,-5514,1131,35,4323,-743,-1471,0,353,935,-2758,13229,9275,3949
1982:Q1,5,11,15364,-502,3109,466,-530,13746,-2530,9351,3703,3222,0,1000,-79,-1846,0,262,2927,-5035,15371,13415,1949
1982:Q2,5,11,17683,-106,3449,-1000,112,10705,-1368,6005,3678,2390,1473,2000,637,413,0,319,-596,690,17689,13855,3828
1982:Q3,5,10,20983,-249,3113,-959,808,8779,-2807,5864,2116,3606,975,3000,1080,4436,0,876,-2834,6393,20988,14294,6689
1982:Q4,5,10,22472,-310,3269,-383,57,9650,-2597,7267,2301,2679,1409,15929,1724,-8873,0,461,-9386,52,22477,14733,7739
1983:Q1,5,14,28409,-146,4075,189,586,8827,-960,4558,1232,3997,1286,3102,-228,10718,0,859,5443,4416,28417,20725,7684
1983:Q2,5,13,34134,133,5558,351,1092,7025,1059,3322,1212,1432,653,2346,-32,17008,0,1008,7180,8820,34141,23386,10748
1983:Q3,6,13,30328,339,173,374,-11,14603,1695,6053,2531,4324,860,1636,618,11736,0,130,11839,-233,30336,26048,4280
1983:Q4,6,14,33031,144,1651,327,224,9363,250,4228,1918,2967,-445,2,576,21189,0,143,19171,1875,33039,28708,4323
1984:Q1,6,18,13736,347,-705,262,-430,5747,2334,1691,412,1310,-232,-3657,307,12097,0,-382,15961,-3482,13748,15461,-1725
1984:Q2,6,19,8155,403,-148,197,-272,-5895,2532,-2900,-888,-4639,-523,-4918,-183,19494,0,-370,21944,-2080,8169,11759,-3604
1984:Q3,6,20,19128,-13,4855,382,699,17855,58,6640,2988,8169,-328,3700,703,-8725,0,930,-15012,5357,19142,8059,11069
1984:Q4,6,21,11547,-169,3150,168,316,20907,-2562,9640,3216,10613,694,76,911,-14507,0,724,-17353,2122,11561,4359,7188
1985:Q1,6,26,17607,239,5170,491,739,-1016,-279,3750,1697,-6184,1306,3543,429,6706,0,848,51,5807,17626,9877,7730
1985:Q2,6,26,19931,245,6400,586,800,6874,-95,7286,3656,-3973,763,4622,409,-768,0,957,-7967,6242,19950,9866,10065
1985:Q3,7,25,9290,40,-771,224,-405,1654,608,3534,2077,-4565,-443,2449,288,6254,0,-173,9898,-3471,9309,9855,-565
1985:Q4,7,26,20924,-540,-2223,848,7138,11290,2126,5578,15058,-11472,2655,-26,1240,542,0,4162,-21693,18073,20943,9844,11080
1986:Q1,7,31,17567,-460,1443,430,83,14273,512,2948,1540,9273,-154,-7080,1214,7818,4008,0,5912,-2102,17590,8619,8948
1986:Q2,7,28,9972,-390,925,-90,249,-1326,629,-4650,-2409,5104,-870,412,477,10585,2904,0,7020,661,9993,8126,1846
1986:Q3,8,28,14976,-325,2733,679,344,8278,890,-1678,-747,9813,-383,-9924,485,13089,2434,5,7801,2849,14996,7631,7345
1986:Q4,8,28,25304,-204,5218,884,1010,-14517,1718,-12376,-6355,2496,-1354,3979,406,29882,4581,30,10058,15213,25324,7136,18168
1987:Q1,8,30,19037,-115,-3232,204,-187,3497,1530,166,2344,-543,-1159,11255,1373,7401,8688,300,-12429,10842,19059,9166,9871
1987:Q2,8,30,15294,-80,133,814,601,937,2741,-5713,7147,-3238,-788,-6097,906,18868,8182,450,9504,732,15316,9682,5612
1987:Q3,9,32,30816,-55,-2677,329,-57,6791,1983,2954,1809,45,-583,-7442,718,33792,8887,650,6577,17678,30839,10196,20620
1987:Q4,9,33,19846,-16,-5041,495,-780,5471,1003,2797,1823,-152,-520,2104,-399,18532,7786,108,34122,-23484,19870,10711,9135
1988:Q1,9,31,24199,200,392,618,5,-6365,-2516,-9447,8551,-2953,1409,12500,-616,16056,-66,-500,14441,2181,24221,11773,12426
1988:Q2,9,31,20520,600,6271,1181,1693,1159,-45,936,647,-379,1655,-1596,-324,9881,2042,-700,1741,6798,20542,12506,8014
1988:Q3,9,32,24333,1100,-117,482,-202,15565,-2596,9762,2461,5938,2714,-5290,-593,10674,-2943,-1250,3337,11530,24355,13239,11094
1988:Q4,9,32,26715,1011,4293,150,643,2770,-1333,-1528,2667,2964,2683,1210,849,13106,2831,1212,1976,7087,26738,13971,12744
1989:Q1,10,33,19796,575,7575,785,988,2725,131,-8266,10804,56,964,-9468,977,14675,4200,1684,7975,816,19820,12087,7709
1989:Q2,10,34,19211,-50,7083,1172,446,11717,-535,5170,3623,3459,1642,-6370,1193,2378,2404,1859,5558,-7443,19235,11774,7437
1989:Q3,10,35,20893,-375,7091,200,1068,13233,74,5590,3851,3718,1807,-5317,1253,1933,3186,1899,7893,-11045,20918,11459,9434
1989:Q4,11,36,22563,-556,5715,1258,-271,16339,-1341,7180,5566,4934,2215,-12773,1687,8949,2514,1826,1160,3449,22588,11146,11417
1990:Q1,10,31,22187,-475,1596,971,40,4034,40,-11295,12515,2774,16,552,1745,13708,4256,1724,15631,-7903,22208,12477,9710
1990:Q2,10,31,11252,-400,-2723,-652,-351,17649,-351,5407,4977,7616,869,-3308,2259,-2091,227,1264,5491,-9073,11273,12819,-1567
1990:Q3,10,31,27007,150,-2168,-303,-357,10575,-357,3192,2732,5008,435,-2918,1137,20456,2879,1374,16972,-769,27027,13163,13844
1990:Q4,10,30,20133,-105,-888,456,-642,8211,-642,2554,1985,4314,287,5992,1721,5101,2285,1689,17088,-15961,20152,13507,6626
1991:Q1,10,25,24845,-85,-2586,-882,-379,13287,-379,-7555,13906,7315,-1510,5205,2583,9212,3655,2684,5744,-2871,24860,13020,11825
1991:Q2,10,24,30582,-85,2159,517,914,1127,914,-543,-2086,2842,-2011,4965,2835,20161,6235,3464,2686,7776,30596,13030,17552
1991:Q3,10,23,28641,-85,4593,1343,1432,13957,1432,2710,2934,6881,-1387,-2793,3051,8530,4579,3234,2402,-1685,28654,13040,15601
1991:Q4,10,23,30199,-91,1330,-288,1766,4245,1766,80,-1644,4043,-1767,4021,3445,17538,6292,2690,13832,-5276,30212,13050,17149
1992:Q1,8,20,27261,-48,-5049,104,-176,7176,-176,-10627,11376,6603,-983,-12776,7448,31565,3361,2410,38017,-12223,27273,12411,14850
1992:Q2,8,20,29190,-8,-4551,68,128,2027,128,-847,-2064,4810,-1169,18839,7917,5939,1968,2376,-1900,3495,29202,12161,17029
1992:Q3,9,21,28899,-5,-3130,732,167,14110,167,2502,1947,9494,-652,-3851,1357,20171,-6061,2470,25330,-1568,28911,11910,16989
1992:Q4,9,22,-305,15,-4381,165,68,6518,68,397,-673,6726,-876,-1267,6368,-6915,-18866,2662,12090,-2800,-292,11660,-11964
1993:Q1,8,21,42347,34,1093,2216,937,14127,937,-9549,14690,8049,108,34515,6269,-16952,-2617,2654,-16900,-89,42360,12616,29731
1993:Q2,8,21,32316,25,-292,2057,438,1238,438,-1200,-1355,3355,-324,5657,9700,13817,1182,2854,14406,-4625,32328,12850,19466
1993:Q3,8,21,16531,17,-4349,188,-714,22674,-714,12767,-1690,12311,494,-9520,7061,680,-6489,3104,10137,-6072,16543,13082,3449
1993:Q4,8,22,18287,60,194,2103,254,-924,254,-6356,2229,2949,-1840,3702,11382,3356,1065,3703,19,-1431,18301,13313,4974
1994:Q1,10,22,48703,129,1721,2505,-1181,-288,-1181,-297,5310,-4120,-437,-10123,15240,41137,14578,3334,26232,-3007,48715,13121,35582
1994:Q2,10,23,48455,178,426,1635,-1386,20420,-1386,8376,12938,492,16,17568,8571,1027,8846,3092,-14685,3774,48468,13182,35273
1994:Q3,10,24,15596,179,-1170,294,-1857,17722,-1857,5985,14046,-452,-2,10692,8038,-18300,-9887,2886,-13393,2094,15609,13245,2351
1994:Q4,10,24,7609,447,5486,996,-1758,6408,-1758,2644,8288,-2766,-4766,-23532,24450,-122,17021,2377,-16571,-2949,7623,13306,-5697
1995:Q1,11,26,8492,212,2739,888,72,7657,72,723,1591,5271,196,-16072,15396,-2596,-17962,1357,12506,1503,8507,13288,-4796
1995:Q2,11,26,21027,214,1065,2530,71,3796,71,62,65,3598,197,-19517,15592,17079,1296,1359,12922,1502,21042,13318,7709
1995:Q3,11,27,32151,215,2390,1188,73,-433,73,-1417,-554,1465,196,-26373,19829,35066,1772,1357,30435,1502,32167,13348,18803
1995:Q4,11,27,26384,224,1908,1876,70,4844,70,86,770,3918,197,-29690,17421,29534,2814,1359,23858,1503,26400,13378,13006
1996:Q1,11,25,26194,223,2114,2900,1023,6870,1023,1070,-205,4982,195,-27784,13197,27456,1009,1357,20739,4351,26208,12361,13833
1996:Q2,11,26,21335,221,3151,1756,1021,4460,1021,-204,38,3605,195,-28915,13059,26387,2392,1357,18285,4353,21349,11971,9364
1996:Q3,12,27,23038,224,2386,2708,1022,-11911,1022,-4255,-5346,-3332,198,-18651,12488,34574,4871,1358,23992,4353,23053,11581,11457
1996:Q4,12,28,20849,-2,1027,4098,1823,-9242,1823,-1921,-6542,-2602,128,-15761,14212,24566,-3519,1356,19976,6753,20865,11191,9658
