date,FA893170005.Q,FA163170005.Q,FA103170005.Q,FA113170005.Q,FA313170005.Q,FA213170003.Q,FA513170005.Q,FA543170005.Q,FA663170003.Q,FA263170005.Q,FA893070005.Q,FA163070005.Q,FA103070005.Q,FA113070003.Q,FA313070000.Q,FA213070003.Q,FA513070005.Q,FA543070005.Q,FA673070003.Q,FA263070005.Q,FA903070005.Q
1952:Q3,8796,104,6908,772,400,480,0,0,160,-28,10050,0,6890,1624,800,512,96,0,0,128,-1254
1952:Q4,3536,92,2972,-1384,1100,492,0,0,40,224,6998,0,6670,-428,204,428,92,0,0,32,-3462
1953:Q1,8136,84,2516,4652,432,512,0,0,40,-100,6883,0,1423,4212,1304,-120,76,0,0,-12,1253
1953:Q2,696,76,360,392,-816,500,0,0,40,144,-541,0,391,-592,-348,48,64,0,0,-104,1237
1953:Q3,1880,76,124,1208,-48,524,0,0,40,-44,-1777,0,-2569,428,96,212,52,0,0,4,3657
1953:Q4,-8624,80,-4108,-4788,-268,536,0,0,0,-76,-6489,0,-2625,-2468,-1200,-124,40,0,0,-112,-2135
1954:Q1,6200,84,-568,5440,652,560,0,0,40,-8,3051,0,-1505,3456,1252,-192,44,0,0,-4,3149
1954:Q2,436,88,-332,1420,-1404,572,0,0,0,92,1311,0,3059,-1280,-444,24,52,0,0,-100,-875
1954:Q3,5876,88,2056,3400,-416,592,0,0,40,116,2695,0,935,556,768,392,60,0,0,-16,3181
1954:Q4,4772,84,6972,-3308,232,596,0,0,0,196,8051,0,11051,-2968,-652,476,76,0,0,68,-3279
1955:Q1,10112,80,6132,3756,-584,632,0,0,0,96,10207,0,6723,3124,108,32,80,0,0,140,-95
1955:Q2,8860,72,6644,1716,-300,644,0,0,0,84,6995,0,9107,-1916,-556,368,88,0,0,-96,1865
1955:Q3,15664,80,12752,2160,84,652,0,0,0,-64,10499,0,9679,180,-416,832,96,0,0,128,5165
1955:Q4,10080,100,10640,-1924,468,656,0,0,40,100,11379,0,12903,-2456,180,708,104,0,0,-60,-1299
1956:Q1,5868,128,564,4188,24,676,0,0,40,248,4783,0,771,4020,-32,-124,116,0,0,32,1085
1956:Q2,9880,156,7880,992,52,692,0,0,40,68,9467,0,7475,324,1000,384,128,0,0,156,413
1956:Q3,6832,164,3604,2004,260,696,0,0,0,104,9643,0,7091,1924,-92,428,140,0,0,152,-2811
1956:Q4,2872,148,4424,-3492,964,704,0,0,0,124,5747,0,7391,-1692,-572,368,156,0,0,96,-2875
1957:Q1,5012,132,644,3832,-296,744,0,0,40,-84,4893,0,865,3504,420,-128,156,0,0,76,119
1957:Q2,848,124,1340,-1312,-220,756,0,0,0,160,1197,0,3189,-3072,732,-48,160,0,0,236,-349
1957:Q3,2548,124,1520,324,-208,764,0,0,0,24,1389,0,1881,-648,-280,220,160,0,0,56,1159
1957:Q4,3720,132,2840,-1700,1368,788,0,0,40,252,-2571,0,573,-2476,-1228,400,164,0,0,-4,6291
1958:Q1,-3860,144,-9256,5052,-408,812,0,0,0,-204,4951,0,1031,4956,-552,-520,156,0,0,-120,-8811
1958:Q2,8176,148,6792,500,-244,828,0,0,0,152,1999,0,2675,-404,-708,280,148,0,0,8,6177
1958:Q3,12736,152,10268,1156,272,860,0,0,40,-12,15455,0,13679,1432,-520,668,144,0,0,52,-2719
1958:Q4,8432,160,9124,-2412,632,884,0,0,0,44,6535,0,8231,-1988,-372,616,144,0,0,-96,1897
1959:Q1,10864,1000,6464,2696,-120,908,0,0,40,-124,7157,0,3817,2808,-124,280,160,0,0,216,3707
1959:Q2,9540,160,8660,24,-492,908,0,0,0,280,8701,0,9925,-2092,-20,468,176,0,0,244,839
1959:Q3,1992,200,-388,1268,-40,896,0,0,40,16,3697,0,2773,368,60,248,192,0,0,56,-1705
1959:Q4,3004,200,6424,-5628,936,872,0,0,0,200,897,0,5669,-5656,80,508,204,0,0,92,2107
1960:Q1,13896,160,5776,6212,820,888,0,0,40,0,15552,0,7836,6084,400,344,192,0,0,696,-1656
1960:Q2,4316,200,4532,-1436,-444,920,0,0,0,544,540,0,3704,-2980,-204,244,168,0,0,-392,3776
1960:Q3,5160,-80,2916,1012,324,932,0,0,0,56,7808,0,6428,944,-40,360,140,0,0,-24,-2648
1960:Q4,-676,160,-1884,-3460,1124,940,0,0,0,2444,-172,0,1732,-2768,116,408,108,0,0,232,-504
1961:Q1,7116,0,2812,3972,340,992,0,0,40,-1040,7019,0,1955,4708,8,-12,80,0,0,280,97
1961:Q2,6012,400,6284,-1444,-932,972,0,0,0,732,11067,0,11967,-1240,-172,328,60,0,0,124,-5055
1961:Q3,8284,120,6120,-160,616,980,0,0,0,608,10423,0,8691,936,196,480,48,0,0,72,-2139
1961:Q4,3880,240,5740,-4272,1012,1036,0,0,0,124,7011,0,8955,-3004,-88,432,48,0,0,668,-3131
1962:Q1,9836,200,5580,2800,-832,1032,0,0,40,1016,7017,0,3481,3280,16,32,168,0,0,40,2819
1962:Q2,2944,120,2844,-1088,220,1032,0,0,0,-184,3349,0,6005,-2624,164,232,232,0,0,-660,-405
1962:Q3,13028,80,9596,700,676,1056,0,0,40,880,11029,0,9281,340,260,716,240,0,0,192,1999
1962:Q4,-6108,120,-6280,-2864,1668,1068,0,0,0,180,-2027,0,-691,-2764,476,312,192,0,0,448,-4081
1963:Q1,12416,200,9712,1980,-348,1108,0,0,20,-256,10513,0,6337,2748,1148,140,152,0,0,-12,1903
1963:Q2,3684,320,6400,-1840,-824,1116,0,0,0,-1488,7825,0,7977,-1788,1012,284,124,0,0,216,-4141
1963:Q3,9564,360,8536,-1372,668,1160,0,0,20,192,6373,0,5341,-20,-180,600,116,0,0,516,3191
1963:Q4,3984,360,4812,-4328,1824,1184,0,0,0,132,4393,0,5577,-2944,-40,832,132,0,0,836,-409
1964:Q1,4208,516,376,2088,-452,1204,0,0,40,436,6149,0,2929,2452,252,-268,144,0,0,640,-1941
1964:Q2,6524,200,6448,-80,-1416,1248,0,0,0,124,8201,0,8109,-480,80,436,152,0,0,-96,-1677
1964:Q3,13788,200,10648,-36,696,1264,0,0,40,976,16121,0,13853,828,408,816,156,0,0,60,-2333
1964:Q4,10572,120,10364,-4196,1552,1276,0,0,0,1456,9501,0,9277,-2220,236,1144,156,0,0,908,1071
1965:Q1,16460,280,13200,2328,28,1300,0,0,40,-716,12105,0,9233,2084,144,252,156,0,0,236,4355
1965:Q2,11768,440,10216,-532,192,1352,0,0,0,100,14913,0,14225,-1444,512,668,152,0,0,800,-3145
1965:Q3,14268,440,11112,404,1036,1420,0,0,40,-184,16821,0,14073,884,792,884,164,0,0,24,-2553
1965:Q4,12532,516,12356,-3512,1032,1452,0,0,0,688,14933,0,15549,-2228,104,1248,188,0,0,72,-2401
1966:Q1,12536,440,9632,644,-52,1480,0,0,40,352,14721,0,10649,2788,832,52,220,0,0,180,-2185
1966:Q2,9264,360,9448,-2672,380,1512,0,0,40,196,18857,0,18525,-1468,652,536,248,0,0,364,-9593
1966:Q3,14236,280,10408,552,1084,1540,0,0,40,332,19841,0,13209,2620,1884,900,264,0,0,964,-5605
1966:Q4,7824,320,6984,-3336,1720,1608,0,0,40,488,9297,0,7121,-1696,1628,1076,264,0,0,904,-1473
1967:Q1,1392,400,-988,-220,-432,1668,0,0,40,924,5245,0,-343,2636,1988,-528,264,0,0,1228,-3853
1967:Q2,9488,676,4956,-76,1672,1676,0,0,40,544,11689,0,8005,-672,2268,576,268,0,0,1244,-2201
1967:Q3,12028,716,7764,1584,44,1676,0,0,40,204,13901,0,9273,1760,1244,812,276,0,0,536,-1873
1967:Q4,15184,716,11960,-1652,1324,1728,0,0,40,1068,17105,0,16385,-1600,372,1452,304,0,0,192,-1921
1968:Q1,4340,556,12332,-9080,-1132,1788,0,0,40,-164,5852,0,8596,-4516,908,-320,284,0,0,900,-1512
1968:Q2,21344,240,18136,644,-616,1860,0,0,80,1000,25096,0,21516,-628,728,1132,280,0,0,2068,-3752
1968:Q3,25820,756,20284,2368,196,1896,0,0,80,240,24784,0,19728,2108,244,1452,296,0,0,956,1036
1968:Q4,18320,636,15208,-2352,1488,1940,0,0,40,1360,27316,0,24260,-2432,420,1524,340,0,0,3204,-8996
1969:Q1,18244,556,16196,900,-1372,1984,0,0,40,-60,20788,0,16276,2408,1744,292,384,0,0,-316,-2544
1969:Q2,24580,676,19660,1712,-136,2032,0,0,80,556,29980,0,25672,352,1412,1324,432,0,0,788,-5400
1969:Q3,25564,636,21524,2104,-644,2044,0,0,80,-180,31168,0,26348,1440,1052,1480,448,0,0,400,-5604
1969:Q4,25340,796,20688,-2148,1840,2036,0,0,80,2048,24852,0,22996,-2380,-532,1860,424,0,0,2484,488
1970:Q1,15996,636,12196,84,-660,2088,0,0,40,1612,10825,0,9897,884,-672,-68,452,0,0,332,5171
1970:Q2,13824,476,11948,780,-2128,2124,0,0,40,584,8893,0,9509,-1884,-776,772,464,0,0,808,4931
1970:Q3,8680,796,5752,-160,-480,2244,0,0,0,528,5393,0,5069,-1768,-648,668,476,0,0,1596,3287
1970:Q4,1392,636,1592,-3416,-884,2292,0,0,40,1132,9873,0,9297,-3180,-1012,1116,496,0,0,3156,-8481
1971:Q1,24708,756,14428,6608,-8,2328,0,0,40,556,4539,0,-1041,6840,-1744,284,292,0,0,-92,20169
1971:Q2,7384,596,7344,-2044,-1572,2384,0,0,40,636,8259,0,12631,-724,-3440,552,112,0,0,-872,-875
1971:Q3,13568,1276,10372,-660,-316,2396,0,0,80,420,15363,0,14999,1512,-944,892,200,0,0,-1296,-1795
1971:Q4,20728,876,22360,-3092,-2596,2468,0,0,80,632,24827,0,23059,-1628,-688,1988,560,0,0,1536,-4099
1972:Q1,31752,636,28676,900,-1132,2504,0,0,80,88,24866,0,22202,2052,16,92,936,0,0,-432,6886
1972:Q2,11400,676,7832,2136,-1732,2484,0,0,80,-76,13282,0,9270,752,40,812,1336,0,0,1072,-1882
1972:Q3,30884,716,23716,2804,968,2528,0,0,80,72,24530,0,18834,2248,-692,2024,1380,0,0,736,6354
1972:Q4,39960,1316,32356,-1264,2700,2624,0,0,80,2148,56998,0,55310,-2464,-2640,2888,1072,0,0,2832,-17038
1973:Q1,43008,160,38828,1832,-984,2680,0,0,40,452,46710,0,40998,1880,440,1136,832,0,0,1424,-3702
1973:Q2,49404,1196,41340,3592,268,2712,0,0,40,256,41994,0,33102,2052,1332,3044,672,0,0,1792,7410
1973:Q3,33536,716,23084,3744,964,2784,0,0,40,2204,47902,0,40322,2492,-392,2672,564,0,0,2244,-14366
1973:Q4,63828,836,48968,4264,2912,2908,0,0,40,3900,58878,0,49066,2840,-284,4456,504,0,0,2296,4950
1974:Q1,49500,1036,31056,9056,-1204,3084,0,0,80,6392,49136,0,39108,5816,836,1104,616,0,0,1656,364
1974:Q2,53952,1712,39424,6552,484,3296,0,0,80,2404,63252,0,53336,4368,896,2920,500,0,0,1232,-9300
1974:Q3,35432,716,27240,616,2112,3412,0,0,80,1256,28088,0,20920,756,1428,2444,484,0,0,2056,7344
1974:Q4,7276,1116,7864,-3804,-3616,3496,0,0,80,2140,7768,0,19668,-2132,832,-14620,540,0,0,3480,-492
1975:Q1,-14916,188,-15280,1468,-4360,3740,0,0,80,-752,13247,0,8235,1620,388,-884,648,0,0,3240,-28163
1975:Q2,4080,412,-4448,1768,1688,3688,0,0,80,892,13767,0,6947,1476,2088,764,708,0,0,1784,-9687
1975:Q3,57232,720,46496,1524,2628,3808,0,0,80,1976,43555,0,37323,1116,1564,2700,668,0,0,184,13677
1975:Q4,20940,652,11556,488,3140,3976,0,0,80,1048,43267,0,35739,840,720,2976,568,0,0,2424,-22327
1976:Q1,18392,548,5656,2468,6064,4096,0,0,80,-520,35894,0,29122,-36,16,-544,1028,0,0,6308,-17502
1976:Q2,39496,-232,27780,3776,3368,3992,0,0,80,732,48426,0,42614,496,1532,2372,1228,0,0,184,-8930
1976:Q3,44480,352,32048,2980,6700,3948,0,0,80,-1628,36582,0,25182,1828,408,2040,1308,0,0,5816,7898
1976:Q4,22160,-24,9748,2784,4224,3940,0,0,80,1408,36610,0,27102,2904,-140,3036,1276,0,0,2432,-14450
1977:Q1,57124,428,42772,6224,4132,4084,0,0,80,-596,48220,0,45240,116,-724,1340,1260,0,0,988,8904
1977:Q2,40432,160,28808,4900,3108,4204,0,0,80,-828,39156,0,31756,3792,-740,2372,1268,0,0,708,1276
1977:Q3,37748,152,29664,2692,3168,4216,0,0,80,-2224,51332,0,36944,5580,1816,1732,1304,0,0,3956,-13584
1977:Q4,34048,756,26224,580,2412,4264,0,0,40,-228,72636,0,61884,7020,-3400,3932,1360,0,0,1840,-38588
1978:Q1,37480,852,27260,2136,3068,4284,0,0,80,-200,43145,0,24813,6332,4756,1624,1416,0,0,4204,-5665
1978:Q2,60436,1052,49140,3608,2076,4680,0,0,80,-200,91261,0,77365,6216,1840,3488,1468,0,0,884,-30825
1978:Q3,47108,612,33768,4440,3568,4840,0,0,80,-200,87529,0,71329,5924,964,2496,1508,0,0,5308,-40421
1978:Q4,71572,616,52984,4156,8884,4984,0,0,120,-172,92257,0,69989,5696,3340,5636,1528,0,0,6068,-20685
1979:Q1,56200,956,41888,7680,1660,4888,0,0,200,-1072,72213,0,62605,5612,956,1796,1804,0,0,-560,-16013
1979:Q2,82252,568,61864,8668,3884,5188,0,0,120,1960,91865,0,72401,5020,2964,4024,1992,0,0,5464,-9613
1979:Q3,98196,144,75764,8640,4212,5432,0,0,120,3884,106625,0,93461,3548,1328,4524,2032,0,0,1732,-8429
1979:Q4,58508,1312,42704,8060,-780,5648,0,0,160,1404,73393,0,61029,2364,4356,5220,1912,0,0,-1488,-14885
1980:Q1,48656,1028,30980,6872,1348,5868,0,0,240,2320,76999,0,65255,1952,6100,1660,1960,0,0,72,-28343
1980:Q2,-640,688,-19644,6060,2456,5856,0,0,400,3544,23927,0,-11945,2104,1912,88,2000,0,0,29768,-24567
1980:Q3,64840,1376,41404,5676,1312,5856,0,0,400,8816,55627,0,42735,2492,4508,2852,1996,0,0,1044,9213
1980:Q4,72532,1604,63828,4176,3944,5984,0,0,400,-7404,120883,0,102743,2804,2592,6416,1980,0,0,4348,-48351
1981:Q1,124892,648,100144,6024,3492,6340,0,0,400,7844,119283,0,110623,2156,2568,5060,2456,0,0,-3580,5609
1981:Q2,44036,1164,33464,9024,-52,6232,0,0,400,-6196,64595,0,54635,3108,3048,2140,2760,0,0,-1096,-20559
1981:Q3,10096,672,724,5728,-2228,6264,0,0,400,-1464,29163,0,22227,5488,2552,208,2816,0,0,-4128,-19067
1981:Q4,-13028,1380,-26720,3408,944,6452,0,0,400,1108,5931,0,-8405,7392,2000,1928,2136,0,0,880,-18959
1982:Q1,-16868,600,-15892,2656,1968,6476,0,0,400,-13076,-18573,0,-25093,6772,4316,-1444,2228,0,0,-5352,1705
1982:Q2,35264,632,12652,9744,7100,6608,0,0,400,-1872,29031,0,9635,7480,5024,1988,2128,0,0,2776,6233
1982:Q3,43008,880,26748,5472,4776,6736,0,0,600,-2204,14647,0,7391,8448,-464,1616,2076,0,0,-4420,28361
1982:Q4,34308,1196,19452,-160,5172,6904,0,0,600,1144,22207,0,-11961,9224,10292,3232,2068,0,0,9352,12101
1983:Q1,-44236,2308,-45136,-6820,-1280,6960,0,0,368,-636,6840,0,8276,7824,3704,-2672,2044,0,0,-12336,-51076
1983:Q2,30556,2128,13020,3660,7192,7000,0,0,2116,-4560,72052,0,61572,7652,1312,1828,2004,0,880,-3196,-41496
1983:Q3,30500,2404,14164,1800,5500,7220,0,0,-552,-36,84484,0,59892,7220,2028,712,1988,0,880,11764,-53984
1983:Q4,82744,2884,49276,1068,8636,7276,0,0,8012,5592,123228,0,99876,6884,8020,6128,1952,0,880,-512,-40484
1984:Q1,81780,2712,65848,-276,8228,7520,0,0,-4236,1984,126564,0,106184,7960,3464,2768,2528,0,880,2780,-44784
1984:Q2,98640,3276,68448,7424,9812,7728,0,0,424,1528,120304,0,94320,7532,5660,5300,2928,0,880,3684,-21664
1984:Q3,44380,2944,23720,6952,5700,7972,0,0,2376,-5284,59316,0,44176,6460,6676,1400,2872,0,880,-3148,-14936
1984:Q4,5332,3588,-19288,5280,4832,8132,0,0,2952,-164,42364,0,25728,5604,4528,2972,2716,0,880,-64,-37032
1985:Q1,57212,2472,43196,348,11432,8360,0,0,-5064,-3532,94198,0,80602,5456,6816,700,2576,0,880,-2832,-36986
1985:Q2,83756,3444,48892,8284,9884,8692,0,0,4324,236,45442,0,33070,5076,4528,2964,2436,0,880,-3512,38314
1985:Q3,23800,4260,-824,3732,9356,8884,0,0,1676,-3284,26930,0,9290,4124,6548,1204,2024,0,880,2860,-3130
1985:Q4,99548,2276,80644,-17448,11888,9060,0,0,9196,3932,75306,0,57918,3364,-3176,10232,1724,0,880,4364,24242
1986:Q1,-76240,2868,-84712,2560,7392,9352,0,0,-5012,-8688,-90647,0,-92063,8992,-3500,-8124,5068,0,880,-1900,14407
1986:Q2,20984,2268,4956,-14076,16936,9452,0,0,2196,-748,27461,0,7621,9028,324,1104,4368,0,880,4136,-6477
1986:Q3,74404,1492,41028,-4208,22580,9616,0,0,-868,4764,75113,0,54921,8244,-1392,3432,5824,0,880,3204,-709
1986:Q4,69816,2420,32000,7276,11564,9636,0,0,2220,4700,51893,0,38097,5832,-4720,7320,4228,0,880,256,17923
1987:Q1,106924,11244,49092,16540,7788,9856,0,0,4620,7784,120492,0,91232,2764,19380,2364,4140,0,1504,-892,-13568
1987:Q2,13856,2468,5928,-7788,1768,9972,0,0,-1452,2960,16676,0,11396,-956,3260,920,2980,0,1680,-2604,-2820
1987:Q3,83084,416,55728,2492,8680,10184,0,0,1872,3712,73640,0,56256,-428,6848,3708,3060,0,1872,2324,9444
1987:Q4,82048,4524,66792,8996,11672,10344,0,0,-8256,-12024,119220,0,96556,4340,2424,8076,4176,0,2080,1568,-37172
1988:Q1,137836,2544,84240,17744,11272,10456,0,0,5888,5692,156296,2776,134872,9056,536,2640,5944,0,1532,-1060,-18460
1988:Q2,46108,2656,42376,-12368,4480,10768,0,0,4452,-6256,86740,2872,59152,13692,-2268,3484,7724,0,1648,436,-40632
1988:Q3,12208,2656,-9552,-2748,1536,10884,0,0,-1604,11036,30704,2920,2488,14360,-3432,1160,7712,0,1768,3728,-18496
1988:Q4,145652,2560,97896,25568,14576,11120,0,0,-1856,-4212,210076,2920,165768,11060,5460,11812,5856,0,1904,5296,-64424
1989:Q1,163704,16288,106315,7858,11772,11388,0,0,-340,10424,146141,5968,117657,8680,1692,2924,4116,0,1200,3904,17563
1989:Q2,35106,16208,2330,-4516,6872,11716,0,0,276,2220,44602,6064,17201,7216,4053,3844,2728,0,1200,2296,-9496
1989:Q3,6686,16192,-29218,4320,1984,11868,0,0,-1264,2804,426,6016,-15009,6052,2067,1668,2120,0,1200,-3688,6260
1989:Q4,43176,16252,7793,2509,13849,12220,0,0,-844,-8604,84272,5856,48455,5196,4964,5504,2300,0,4100,7896,-41096
1990:Q1,78745,11260,82013,8164,-9612,12636,0,0,-7640,-18076,28361,5964,5424,4240,3977,-1788,2236,0,6592,1716,50383
1990:Q2,20164,11272,4015,-5854,-2432,12652,0,0,-916,1428,67226,5772,38914,3204,4792,2952,1928,0,7836,1828,-47062
1990:Q3,92162,11304,79601,-9179,-5444,12900,0,0,-584,3564,114083,5764,76403,2216,-3404,5768,1808,0,9316,16212,-21921
1990:Q4,-5223,11352,-51993,6661,-5699,13444,0,0,1532,19480,12217,5940,-3997,1288,-12306,2864,1876,0,11076,5476,-17440
1991:Q1,-10130,9004,-30965,6858,-12259,13436,0,0,-1316,5112,-118909,4032,-110749,-404,-7249,-6120,1984,0,3748,-4152,108779
1991:Q2,37777,9072,30095,-15231,-4031,13520,0,0,2780,1572,24809,4176,15659,-864,-1634,4160,2224,0,3952,-2864,12968
1991:Q3,75079,9084,61299,-6656,52,13768,0,0,-1068,-1400,35263,4208,26207,-4320,-1756,4280,1984,0,4164,496,39816
1991:Q4,64758,9020,31991,10945,-5858,13992,0,0,2332,2336,55530,4144,45687,1216,-7893,7280,1264,0,4388,-556,9229
1992:Q1,52443,4664,29302,14641,-5543,14284,0,0,-3132,-1772,25131,2468,15775,4736,-48,-2820,432,0,3504,1084,27312
1992:Q2,82963,4664,69910,-8092,356,14324,0,0,1720,80,89354,2468,77482,8212,-7452,5636,-500,0,-332,3840,-6392
1992:Q3,53764,4664,33150,1032,-3845,14348,0,0,488,3928,12488,2476,4609,10828,-12310,3208,-528,0,3396,808,41277
1992:Q4,41678,4664,1246,17671,-2172,14428,0,0,3340,2500,30819,2476,12382,4576,-6899,6416,348,0,10572,948,10859
1993:Q1,106174,7752,54357,15257,3155,14652,0,0,2848,8152,146316,4268,135899,9840,-4151,-972,1148,0,940,-656,-40142
1993:Q2,27200,7756,8032,-12651,2539,14992,0,0,7320,-788,48949,4276,40993,3076,-4372,2720,1852,0,2168,-1764,-21748
1993:Q3,45504,7752,24040,-5667,5851,15100,0,0,2024,-3596,48160,4268,35594,2140,702,3512,2004,0,-5308,5248,-2656
1993:Q4,97681,7756,59335,8984,258,15292,0,0,-1472,7528,21899,4276,-9773,4620,-1732,9144,1608,0,12528,1228,75783
1994:Q1,103723,4608,55323,17227,1085,15468,0,0,8748,1264,116924,4588,97271,15916,-7079,-1144,2240,0,2392,2740,-13201
1994:Q2,107225,4608,95882,-10373,268,15776,0,0,-9068,10132,116546,4580,90219,15356,-1001,7220,2236,0,-4204,2140,-9321
1994:Q3,67946,4612,49078,2285,-3381,16276,0,0,1072,-1996,61140,4588,20574,18532,-666,4472,2240,0,13252,-1852,6806
1994:Q4,148194,4604,108805,20529,1148,16528,0,0,-4432,1012,125678,4588,79659,15368,-6369,11220,2236,0,15812,3164,22516
1995:Q1,112667,9916,67030,26932,-8491,16856,0,0,-512,936,81757,3908,46655,23200,-2370,88,4368,0,11928,-6020,30910
1995:Q2,85553,9916,55456,-5886,-6837,17248,0,0,1236,14420,37546,3908,2940,10464,-2874,5184,4368,0,12224,1332,48007
1995:Q3,136332,9916,106394,7871,-3209,17300,0,0,2668,-4608,182082,3916,147328,16828,-3914,8292,4364,0,4304,964,-45750
1995:Q4,143997,9912,94991,26136,686,17484,0,0,1056,-6268,188759,3908,114933,10692,2795,10700,4368,0,34652,6712,-44762
1996:Q1,100006,9332,36612,42479,-458,17620,0,0,5408,-10988,129493,6936,85443,24324,-1931,272,4368,0,7776,2304,-29487
1996:Q2,164210,9332,112051,23169,814,18000,0,0,5652,-4808,146158,6936,88926,38808,-2516,8848,4336,0,-2156,2976,18052
1996:Q3,-27362,9332,-82275,19253,2028,18360,0,0,5740,200,149170,6936,93974,26372,1757,780,540,0,10172,8640,-176533
1996:Q4,232211,9332,131664,42287,2019,18976,0,0,-716,28648,157879,6936,84145,28580,6366,12468,-9668,0,20796,8256,74332
1997:Q1,61342,9624,-10227,37207,-13290,19072,0,0,13524,5432,166479,7504,110404,29576,-1789,-100,16468,0,3832,584,-105137
1997:Q2,120386,9624,66773,38971,-9229,19268,0,0,-5228,208,152958,7504,103772,43168,1909,5796,2324,0,-7188,-4328,-32572
1997:Q3,136155,9624,52481,29717,-11575,19592,0,0,29092,7224,111437,7504,34543,22436,-12546,8008,324,0,48648,2520,24718
1997:Q4,187212,9624,151286,21769,986,19996,0,0,-14764,-1684,202702,7504,103457,45156,-535,11668,-7552,0,38216,4788,-15490
1998:Q1,161077,7524,125928,27139,-17234,20156,0,0,-1624,-812,143583,9860,83047,29616,1684,4816,10820,0,9616,-5876,17494
1998:Q2,30011,7524,-3238,22274,-10725,20716,0,0,5348,-11888,45224,9860,20365,17820,111,1720,3216,0,-1312,-6556,-15213
1998:Q3,108489,7524,33256,44978,-3222,21272,0,0,3652,1028,220091,9860,147563,44536,6431,4012,2712,0,2752,2224,-111601
