date,FA596330005.Q,FA595013005.Q,FA594090005.Q,FA593020005.Q,FA593030005.Q,FA593034005.Q,FA592051005.Q,FA594022005.Q,FA593069105.Q,FA593061105.Q,FA593061705.Q,FA593062045.Q,FA593063005.Q,FA594023005.Q,FA343069005.Q,FA593065005.Q,FA593064105.Q,FA593064205.Q,FA593090005.Q,FA593095005.Q,FA573074005.Q,FA593073005.Q,FA593093005.Q,FA594190005.Q,FA153050015.Q,FA594190045.Q,FA594090055.Q,FA893131573.Q,FA543150015.Q
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,1,1,6757,36,0,0,0,668,0,262,0,129,277,853,823,30,3,0,5197,0,0,4997,200,6757,ND,6585,172,ND,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,1,1,7279,53,0,0,0,802,0,284,0,183,335,1077,1040,37,7,0,5340,0,0,5204,136,7279,ND,7132,147,ND,ND
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,1,3,7653,78,0,0,0,897,0,286,0,200,411,827,784,43,9,0,5842,0,0,6038,-196,7655,ND,7539,116,ND,ND
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,1,3,12826,84,0,0,0,1454,0,520,0,163,771,758,710,48,12,0,10518,0,0,10488,30,12828,ND,12654,174,ND,ND
1952:Q1,0,1,14955,24,1468,0,332,1936,0,776,20,156,984,772,716,56,612,0,9811,0,556,8607,648,14956,ND,13436,1520,ND,ND
1952:Q2,0,1,14323,-16,56,0,12,1680,0,296,20,172,1192,812,748,64,640,0,11139,0,24,11007,108,14324,ND,13792,532,ND,ND
1952:Q3,2,1,14405,-16,60,0,16,2468,0,600,20,176,1672,1996,1928,68,664,0,9217,0,24,9093,100,14404,ND,13840,564,ND,ND
1952:Q4,2,1,14745,12,60,0,12,2136,0,288,20,180,1648,512,440,72,716,0,11297,0,36,11201,60,14744,ND,14112,632,ND,ND
1953:Q1,0,3,15097,60,64,0,4,2488,0,500,8,200,1780,648,564,84,732,0,11101,0,28,11033,40,15100,ND,14456,644,ND,ND
1953:Q2,0,3,15317,108,68,0,8,2852,0,976,4,212,1660,564,476,88,764,0,10953,0,32,10921,0,15320,ND,14672,648,ND,ND
1953:Q3,2,3,15547,112,68,0,0,2684,0,912,4,224,1544,800,708,92,808,0,11075,0,28,11043,4,15548,ND,14904,644,ND,ND
1953:Q4,2,3,15895,68,68,0,4,1980,0,184,76,244,1476,468,372,96,884,0,12423,0,36,12387,0,15896,ND,15260,636,ND,ND
1954:Q1,3,4,15055,24,76,0,8,2644,0,796,4,252,1592,496,396,100,964,0,10843,0,32,10787,24,15056,ND,14364,692,ND,ND
1954:Q2,3,4,14891,-12,76,0,8,2796,0,732,12,264,1788,456,356,100,1020,0,10547,0,24,10499,24,14892,ND,14180,712,ND,ND
1954:Q3,3,4,14499,-20,80,0,8,2536,0,316,-16,280,1956,528,420,108,1064,0,10303,0,32,10231,40,14500,ND,13720,780,ND,ND
1954:Q4,3,4,14879,-8,80,0,12,2768,0,404,8,296,2060,620,500,120,1112,0,10295,0,44,10179,72,14880,ND,13984,896,ND,ND
1955:Q1,0,6,15234,28,84,0,20,2604,0,460,28,320,1796,388,252,136,1168,0,10942,0,52,10762,128,15240,ND,14240,1000,ND,ND
1955:Q2,0,6,15550,48,92,0,28,2532,0,576,28,344,1584,624,480,144,1316,0,10910,0,88,10682,140,15556,ND,14396,1160,ND,ND
1955:Q3,2,6,15660,52,92,0,28,2524,0,740,28,360,1396,1716,1556,160,1484,0,9764,0,84,9500,180,15664,ND,14376,1288,ND,ND
1955:Q4,2,6,15948,24,96,0,28,2268,0,544,44,364,1316,636,468,168,1644,0,11252,0,60,10984,208,15952,ND,14632,1320,ND,ND
1956:Q1,3,6,16817,20,96,0,32,2796,0,760,72,372,1592,528,344,184,1816,0,11529,0,64,11245,220,16820,ND,15364,1456,ND,ND
1956:Q2,3,6,17149,4,104,0,40,2184,0,-120,12,380,1912,452,260,192,1844,0,12521,0,24,12197,300,17152,ND,15608,1544,ND,ND
1956:Q3,3,6,17533,8,108,0,32,2504,0,-208,36,392,2284,2880,2668,212,1884,0,10117,0,28,9797,292,17536,ND,15944,1592,ND,ND
1956:Q4,3,6,18045,32,112,0,32,2820,0,-204,28,404,2592,412,180,232,1980,0,12657,0,60,12393,204,18048,ND,16356,1692,ND,ND
1957:Q1,3,5,19786,76,116,0,24,3344,0,172,100,416,2656,616,364,252,2016,0,13594,0,36,13374,184,19788,ND,18120,1668,ND,ND
1957:Q2,3,5,20382,116,120,0,20,3116,0,-80,60,432,2704,316,48,268,2204,0,14490,0,88,14314,88,20384,ND,18664,1720,ND,ND
1957:Q3,3,5,21506,116,124,0,20,3140,0,-144,68,436,2780,1060,772,288,2200,0,14846,0,12,14690,144,21508,ND,19848,1660,ND,ND
1957:Q4,3,5,22370,84,128,0,16,2680,0,-652,156,432,2744,864,556,308,2236,0,16362,0,20,16194,148,22372,ND,20772,1600,ND,ND
1958:Q1,3,2,20457,56,136,0,20,3292,0,-16,136,436,2736,1356,1036,320,2368,0,13229,0,60,13077,92,20456,ND,18780,1676,ND,ND
1958:Q2,3,2,19641,40,140,0,12,2408,0,-532,-104,448,2596,400,68,332,2556,0,14085,0,84,13953,48,19640,ND,17824,1816,ND,ND
1958:Q3,3,2,20661,24,144,0,16,3056,0,36,40,432,2548,2220,1860,360,2812,0,12389,0,104,12245,40,20660,ND,18628,2032,ND,ND
1958:Q4,3,2,20133,28,152,0,24,3272,0,324,20,380,2548,1180,772,408,3116,0,12361,0,116,12165,80,20132,ND,17836,2296,ND,ND
1959:Q1,3,5,21802,24,156,0,28,2668,0,424,112,340,1792,1428,988,440,3368,0,14130,0,60,13898,172,21804,ND,19472,2332,ND,ND
1959:Q2,3,5,21706,16,160,0,28,2848,0,284,172,304,2088,480,20,460,3752,0,14422,0,104,14146,172,21708,ND,19076,2632,ND,ND
1959:Q3,3,5,23962,16,168,0,36,3452,0,1152,92,272,1936,2424,1908,516,3440,0,14426,0,40,14134,252,23964,ND,21284,2680,ND,ND
1959:Q4,3,5,23514,8,176,0,32,3452,0,576,44,236,2596,1216,620,596,3852,0,14778,0,108,14466,204,23516,ND,20596,2920,ND,ND
1960:Q1,3,4,22487,20,180,0,40,3300,0,476,360,216,2248,1616,924,692,3848,0,13483,0,8,13151,324,22488,ND,19696,2792,ND,ND
1960:Q2,3,4,22571,16,192,0,40,2632,0,-76,192,204,2312,1772,972,800,4064,0,13855,0,92,13475,288,22572,ND,19680,2892,ND,ND
1960:Q3,3,4,22299,28,196,0,44,2536,0,-480,44,148,2824,1880,1056,824,3896,0,13719,0,4,13347,368,22300,ND,19380,2920,ND,ND
1960:Q4,3,4,22227,68,200,0,36,3840,0,216,-52,52,3624,1516,752,764,4428,0,12139,0,160,11799,180,22228,ND,18960,3268,ND,ND
1961:Q1,3,4,22191,120,212,0,36,2740,0,588,40,-28,2140,1628,900,728,4920,0,12535,0,176,12239,120,22192,ND,18864,3328,ND,ND
1961:Q2,3,4,22447,168,220,0,28,3364,0,156,-4,-100,3312,1836,1128,708,5036,0,11795,0,68,11539,188,22448,ND,18776,3672,ND,ND
1961:Q3,3,4,22387,172,228,0,28,2760,0,-20,120,-176,2836,1688,992,696,5292,0,12219,0,92,11959,168,22388,ND,18660,3728,ND,ND
1961:Q4,3,4,22335,132,236,0,36,2992,0,-284,188,-268,3356,1332,644,688,5736,0,11871,0,172,11559,140,22336,ND,18156,4180,ND,ND
1962:Q1,3,4,22799,100,248,0,56,3672,0,884,392,-352,2748,1676,1004,672,5328,128,11591,0,36,11107,448,22800,ND,18532,4268,ND,ND
1962:Q2,3,4,22395,76,252,0,68,3480,0,352,156,-468,3440,1832,1180,652,5324,312,11051,0,-252,10439,864,22396,ND,18524,3872,ND,ND
1962:Q3,3,4,22019,64,268,0,68,2492,0,460,136,-512,2408,1460,812,648,4768,204,12695,0,120,12067,508,22020,ND,18344,3676,ND,ND
1962:Q4,3,4,22523,68,272,0,56,3204,0,204,-48,-504,3552,1652,976,676,5496,72,11703,0,208,11195,300,22524,ND,18300,4224,ND,ND
1963:Q1,1,6,24195,72,288,0,44,3188,0,512,4,-488,3160,1768,1088,680,5056,16,13763,0,140,13403,220,24200,ND,19860,4340,ND,ND
1963:Q2,1,6,25087,64,296,0,20,4252,0,1208,-16,-516,3576,2088,1420,668,6196,-60,12231,0,124,12027,80,25092,ND,20564,4528,ND,ND
1963:Q3,3,6,25745,72,308,0,32,3688,0,240,48,-508,3908,1740,1036,704,6156,-44,13793,0,120,13525,148,25748,ND,20952,4796,ND,ND
1963:Q4,3,6,26673,80,320,0,64,3108,0,-4,-44,-488,3644,1904,1100,804,6756,28,14413,0,124,13829,460,26676,ND,21552,5124,ND,ND
1964:Q1,3,6,28213,116,332,0,104,4652,0,1632,40,-440,3420,2384,1420,964,6800,56,13769,0,180,12845,744,28216,ND,22460,5756,ND,ND
1964:Q2,3,6,29125,192,344,0,144,4392,0,172,84,-420,4556,2108,1088,1020,7060,148,14737,0,152,13457,1128,29128,ND,23060,6068,ND,ND
1964:Q3,5,6,30223,28,356,0,144,3140,0,348,-68,-392,3252,2436,1440,996,7192,132,16795,0,144,15471,1180,30224,ND,23896,6328,ND,ND
1964:Q4,5,6,31035,132,372,0,120,4216,0,72,508,-364,4000,2132,1048,1084,7472,152,16439,0,140,15379,920,31036,ND,24348,6688,ND,ND
1965:Q1,1,8,32653,-560,388,0,92,5356,0,2324,-316,-320,3668,2536,1368,1168,8352,48,16441,0,128,15621,692,32660,ND,26012,6648,ND,ND
1965:Q2,1,8,33293,-96,400,0,68,3576,0,-108,24,-288,3948,3256,1560,1696,8272,76,17741,0,24,17125,592,33300,ND,27052,6248,ND,ND
1965:Q3,3,8,34663,132,416,0,68,2176,0,-1964,524,-256,3872,2720,1516,1204,9164,-48,20035,0,280,19431,324,34668,ND,28040,6628,ND,ND
1965:Q4,3,8,36135,744,432,0,88,3124,0,-464,120,-236,3704,1880,816,1064,9436,-4,20435,0,184,19643,608,36140,ND,28740,7400,ND,ND
1966:Q1,3,11,38700,96,452,0,104,7320,0,396,84,-184,7024,2524,1272,1252,9180,68,18956,0,92,18020,844,38708,ND,30688,8020,ND,ND
1966:Q2,3,11,39496,-624,468,0,116,3656,0,-1472,520,-144,4752,2624,1464,1160,10004,108,23144,0,-12,22088,1068,39504,ND,32024,7480,ND,ND
1966:Q3,3,11,40440,-232,480,0,124,5172,0,376,64,-120,4852,2544,1264,1280,9116,228,23008,0,-136,21896,1248,40448,ND,33288,7160,ND,ND
1966:Q4,3,11,42048,232,588,0,128,4660,0,-392,-60,-128,5240,2504,1012,1492,9876,0,24060,0,240,22932,888,42056,ND,34488,7568,ND,ND
1967:Q1,4,12,42924,420,484,0,132,2936,0,-1884,12,-80,4888,2020,1040,980,11308,-80,25704,0,416,24516,772,42932,ND,34796,8136,ND,ND
1967:Q2,4,14,44102,92,640,0,144,2572,0,-1212,132,-76,3728,2040,1436,604,12076,56,26482,0,108,25206,1168,44112,ND,35704,8408,ND,ND
1967:Q3,8,12,45532,36,796,0,140,4364,0,-1480,-52,-72,5968,1716,1072,644,12340,0,26140,0,284,24868,988,45536,ND,36308,9228,ND,ND
1967:Q4,8,16,46248,-264,1108,0,128,4300,0,-492,4,-72,4860,2120,1712,408,12588,100,26168,0,76,25012,1080,46256,ND,36980,9276,ND,ND
1968:Q1,4,18,48118,156,276,0,120,4660,0,1096,-24,124,3464,2068,1456,612,11984,312,28542,0,-108,27470,1180,48132,ND,38928,9204,ND,ND
1968:Q2,4,18,49926,468,536,0,112,3180,0,-500,1164,-260,2776,2256,1936,320,13800,-132,29706,0,492,28714,500,49940,ND,40368,9572,ND,ND
1968:Q3,8,18,51878,236,1012,0,104,3788,0,-632,528,48,3844,1100,992,108,14732,32,30874,0,220,29922,732,51888,ND,41540,10348,ND,ND
1968:Q4,8,18,53570,-80,1116,0,104,4684,0,548,1072,-8,3072,1292,960,332,16112,120,30222,0,200,29282,740,53580,ND,42688,10892,ND,ND
1969:Q1,4,20,57080,440,-236,0,104,3076,0,120,252,16,2688,2120,1816,304,15616,268,35692,0,-16,34788,920,57096,ND,46588,10508,ND,ND
1969:Q2,4,21,59003,-712,1328,0,96,3160,0,-1216,252,-72,4196,1440,1284,156,15684,276,37731,0,28,36875,828,59020,ND,48500,10520,ND,ND
1969:Q3,8,21,62371,36,992,0,92,6756,0,-604,676,-80,6764,2848,2288,560,14852,172,36623,0,-8,35767,864,62384,ND,51496,10888,ND,ND
1969:Q4,8,22,63462,0,672,0,104,4060,0,-940,288,-68,4780,1116,688,428,17092,200,40218,0,152,39306,760,63476,ND,52592,10884,ND,ND
1970:Q1,7,21,55286,-272,740,0,104,4852,0,-816,-16,-92,5776,3132,2776,356,6444,108,40178,0,40,39226,912,55300,ND,53028,2272,ND,ND
1970:Q2,7,23,56280,-164,1164,0,112,3792,0,-1012,396,-596,5004,1960,1396,564,5944,804,42668,0,-640,41696,1612,56296,ND,53912,2384,ND,ND
1970:Q3,9,23,57894,312,764,0,112,9020,0,1052,892,-104,7180,2540,2696,-156,5660,-216,39702,0,680,38694,328,57908,ND,55444,2464,ND,ND
1970:Q4,9,21,58960,768,1048,0,116,5760,0,-792,-388,-404,7344,3092,2656,436,8764,8,39404,0,512,38340,552,58972,ND,56152,2820,ND,ND
1971:Q1,10,26,59180,228,1088,0,124,904,0,-356,-888,32,2116,3728,3696,32,10412,-104,42800,0,584,41704,512,59196,ND,57048,2148,ND,ND
1971:Q2,10,26,60156,296,580,0,124,-256,0,-2848,-720,8,3304,1400,1460,-60,12492,328,45192,0,100,44060,1032,60172,ND,57544,2628,ND,ND
1971:Q3,10,28,61870,268,1048,0,136,860,0,-48,180,32,696,2736,3288,-552,13664,420,42738,0,272,41546,920,61888,ND,58704,3184,ND,ND
1971:Q4,10,28,63538,644,844,0,140,5612,0,-1576,448,408,6332,2928,2928,0,11840,140,41390,0,408,40102,880,63556,ND,59720,3836,ND,ND
1972:Q1,10,25,70157,1052,536,0,612,7648,1232,608,1504,308,3996,2220,3440,-1220,13640,200,44249,0,604,38765,4880,70172,ND,62864,7308,ND,ND
1972:Q2,10,26,75068,408,1208,0,932,10764,1944,4,1924,948,5944,-2380,-1376,-1004,17388,408,46340,0,304,37952,8084,75084,ND,64500,10584,ND,ND
1972:Q3,12,28,78320,328,1464,0,964,14176,2112,368,2712,-1372,10356,4772,5512,-740,17608,392,38616,0,444,29928,8244,78336,ND,66992,11344,ND,ND
1972:Q4,12,29,76591,1028,1928,0,728,10784,1732,2848,1992,-376,4588,4368,4396,-28,14372,40,43343,0,740,36823,5780,76608,ND,68288,8320,ND,ND
1973:Q1,11,26,75369,-224,1972,0,520,13580,1396,1736,2796,-1628,9280,2904,3112,-208,12104,976,43537,0,-108,38845,4800,75384,ND,67984,7400,ND,ND
1973:Q2,11,27,73780,716,1864,0,352,10096,1112,236,1544,-344,7548,-972,-1428,456,7360,828,53536,0,-244,50356,3424,73796,ND,68812,4984,ND,ND
1973:Q3,13,32,75009,1040,2716,0,316,14336,1180,1072,2160,456,9468,3912,3956,-44,4960,-316,48045,0,768,45205,2072,75028,ND,70180,4848,ND,ND
1973:Q4,13,32,76197,236,1948,0,412,8296,1608,592,2872,164,3060,3972,2900,1072,5500,952,54881,0,-516,51213,4184,76216,ND,71028,5188,ND,ND
1974:Q1,11,20,78828,-144,2016,0,460,9964,1900,248,2172,616,5028,2868,2256,612,4956,536,58172,0,376,54012,3784,78836,ND,73768,5068,ND,ND
1974:Q2,12,20,80941,728,2900,0,480,12824,2060,3396,1360,-1604,7612,2804,2656,148,2340,748,58117,0,-292,53825,4584,80948,ND,75544,5404,ND,ND
1974:Q3,14,24,84687,872,2592,0,516,25480,2404,9812,2012,-784,12036,-524,-860,336,1924,2004,51823,0,-1036,47151,5708,84696,ND,77012,7684,ND,ND
1974:Q4,14,25,86406,1028,3184,0,588,16164,2932,1576,3904,-1060,8812,2032,900,1132,8180,-124,55354,0,844,50082,4428,86416,ND,78364,8052,ND,ND
1975:Q1,12,18,86646,1292,3224,0,680,19076,3704,-1852,2016,-776,15984,8320,8160,160,8996,-428,45486,0,1460,39374,4652,86652,ND,76228,10424,ND,ND
1975:Q2,13,17,90380,1216,2132,0,1456,24836,4716,6196,1376,-244,12792,6212,5916,296,9764,-96,44860,0,1604,31748,11508,90384,ND,75872,14512,ND,ND
1975:Q3,17,20,93317,928,1340,0,1868,23044,3756,6852,1160,712,10564,8280,8068,212,10156,2276,45425,0,-20,28625,16820,93320,ND,75776,17544,ND,ND
1975:Q4,17,20,88037,784,1804,0,1216,25564,2476,2120,2776,4136,14056,-2736,-1472,-1264,10828,360,50217,0,936,39261,10020,88040,ND,75336,12704,ND,ND
1976:Q1,12,17,88959,828,2140,0,156,21756,3304,7084,3068,1012,7288,628,624,4,10936,360,52155,0,1200,50767,188,88964,ND,81780,7184,ND,ND
1976:Q2,12,17,84535,428,2476,0,-980,26608,2192,8776,2776,3828,9036,10364,10044,320,10012,-228,35855,0,76,44651,-8872,84540,ND,83768,772,ND,ND
1976:Q3,17,18,93135,-464,1488,0,984,9876,1264,5824,2444,932,-588,10200,10232,-32,8200,772,62079,0,192,53227,8660,93136,ND,85096,8040,ND,ND
1976:Q4,17,18,97887,-388,2544,0,1400,5184,784,7516,476,-92,-3500,-2344,-2936,592,8456,1128,81907,0,392,69323,12192,97888,ND,87532,10356,ND,ND
1977:Q1,14,15,104051,-164,2444,0,2332,9524,744,1852,10360,-1952,-1480,-976,-808,-168,9400,488,81003,0,40,60039,20924,104052,ND,87644,16408,ND,ND
1977:Q2,14,15,96899,528,4148,92,64,27284,536,15176,2992,3024,5556,-6128,-7324,1196,10956,1380,58575,0,576,57971,28,96900,ND,89568,7332,ND,ND
1977:Q3,19,18,106661,588,3476,120,1872,19000,148,1376,4800,-288,12964,38536,39716,-1180,13428,-800,30441,0,256,13597,16588,106660,ND,91188,15472,ND,ND
1977:Q4,19,18,97317,404,3024,164,-344,30024,20,4992,2548,-48,22512,-3216,-4936,1720,13172,220,53869,0,444,56977,-3552,97316,ND,91684,5632,ND,ND
1978:Q1,14,17,113269,644,5160,224,2204,17116,144,4176,5416,-632,8012,276,-136,412,12496,160,74989,0,368,55141,19480,113272,ND,95956,17316,ND,ND
1978:Q2,14,19,103439,568,5132,248,-528,37028,-60,8788,1336,1384,25580,-3588,-4596,1008,12068,1088,51423,0,1176,56179,-5932,103444,ND,98280,5164,ND,ND
1978:Q3,14,20,112682,480,5248,240,1408,24300,-648,-2460,8484,-256,19180,36328,35448,880,12296,-1816,34198,0,1476,21530,11192,112688,ND,99520,13168,ND,ND
1978:Q4,15,20,118755,124,4276,348,1788,28168,-44,8096,3004,1132,15980,-2164,-2940,776,12684,-1404,74935,0,224,58839,15872,118760,ND,101968,16792,ND,ND
1979:Q1,15,30,116658,388,5840,564,1272,20872,1724,7148,6724,488,4788,1332,180,1152,11888,2400,72102,0,1204,60670,10228,116672,ND,101576,15096,ND,ND
1979:Q2,15,30,119618,8,4188,752,948,42416,3620,15524,3612,-824,20484,852,164,688,14092,192,56170,0,804,47626,7740,119632,ND,103140,16492,ND,ND
1979:Q3,19,34,118766,-168,4992,900,168,30996,5584,3364,3356,52,18640,33956,31864,2092,23044,940,23938,0,1292,22454,192,118780,ND,104536,14244,ND,ND
1979:Q4,20,35,124742,-20,6332,1076,944,29888,6008,5696,7400,120,10664,2144,332,1812,20956,44,63378,0,404,54890,8084,124756,ND,106008,18748,ND,ND
1980:Q1,18,38,162365,-344,4188,1272,844,50180,4900,10732,5620,764,28164,15276,13268,2008,19196,2864,68889,0,176,61197,7516,162384,ND,142904,19480,ND,ND
1980:Q2,19,36,177016,-600,3424,1380,840,63392,4200,14544,13944,-304,31008,10684,9432,1252,19476,2580,75840,0,2084,68236,5520,177032,ND,158288,18744,ND,ND
1980:Q3,21,39,195839,-1396,3296,1400,1184,45316,3916,14484,6756,-416,20576,5396,3356,2040,22724,2308,115611,0,1920,104879,8812,195856,ND,174764,21092,ND,ND
1980:Q4,22,42,205057,-1084,5728,1752,-428,39520,3524,10400,11716,552,13328,10792,9248,1544,25616,1096,122065,0,1300,125829,-5064,205076,ND,191568,13508,ND,ND
1981:Q1,20,41,162508,-200,6076,2444,-564,36140,3020,10704,12312,-556,10660,12992,11152,1840,21624,-1192,85188,0,524,90180,-5516,162528,ND,150572,11956,ND,ND
1981:Q2,21,43,163979,-1036,1832,3560,472,53140,6004,13452,13472,300,19912,11484,9248,2236,25508,-1372,70391,0,224,66079,4088,164000,ND,144492,19508,ND,ND
1981:Q3,23,48,161856,-568,7072,5116,680,37260,5760,2740,15840,-544,13464,13056,10636,2420,28608,-2348,72980,0,-612,66796,6796,161880,ND,138216,23664,ND,ND
1981:Q4,24,52,148150,-1056,4132,4604,-1068,61308,5112,57112,-13540,-12,12636,10780,9364,1416,21912,-2376,49914,0,1412,59462,-10960,148180,ND,131788,16392,ND,ND
1982:Q1,26,57,157699,-1896,13072,1864,-2120,78928,-10120,45328,26760,-820,17780,15436,13552,1884,9952,-24,42487,0,1048,61459,-20020,157732,215664,149644,8088,28868,29064
1982:Q2,27,56,171433,8,16348,-4000,448,67376,-5472,35508,17336,788,19216,19152,12316,6836,10212,3000,58889,0,1276,54729,2884,171464,236248,155700,15764,28868,35916
1982:Q3,27,52,187309,-692,14344,-3836,3232,57952,-11228,37184,22248,-1192,10940,17992,12328,5664,8956,5068,84293,0,3504,55093,25696,187336,261352,159832,27504,28868,45148
1982:Q4,28,51,193271,-660,16712,-1532,228,49144,-10388,33264,21088,-1676,6856,16128,10068,6060,82700,7448,23103,0,1844,20927,332,193296,260936,161788,31508,28868,38772
1983:Q1,28,68,217451,300,21732,756,3000,47896,-3184,29888,9044,-3072,15220,21292,15308,5984,32052,-1364,91787,0,3436,70547,17804,217492,276744,187208,30284,37292,21960
1983:Q2,29,64,247107,628,23860,1404,5336,45956,5204,28728,8116,480,3428,17804,14728,3076,22644,176,129299,0,4032,89779,35488,247144,312712,203848,43296,37292,28276
1983:Q3,31,67,232094,1096,-1116,1496,1112,51560,7936,34636,11124,-240,-1896,18864,15224,3640,32228,3764,123090,0,520,123218,-648,232132,295908,213720,18412,37292,26484
1983:Q4,32,68,248386,1532,12524,1308,2116,42864,2220,27440,19056,-1692,-4160,13140,12912,228,21372,3360,150170,0,572,141750,7848,248424,327148,230076,18348,37292,41432
1984:Q1,32,92,172781,2280,2456,1048,-436,49224,10620,29368,5408,604,3224,19384,20012,-628,-7508,2648,103685,0,-1528,119281,-14068,172840,258056,178320,-5480,50700,34516
1984:Q2,32,98,156359,2280,3364,788,256,18912,11472,6864,-9116,452,9240,19768,21024,-1256,-17840,-1020,129851,0,-1480,139791,-8460,156424,243720,171128,-14704,50700,36596
1984:Q3,37,103,197504,800,25956,1528,4328,102688,1764,47176,14716,-784,39816,16104,17312,-1208,25876,3340,16884,0,3720,-8196,21360,197572,286960,152768,44804,50700,38688
1984:Q4,37,107,170360,-692,9532,672,3104,118600,-8408,52892,28128,-2136,48124,19504,15552,3952,9368,4692,5580,0,2896,-5592,8276,170432,292692,140632,29800,50700,71560
1985:Q1,35,126,196808,2316,29180,1964,5112,-6776,1040,38632,7536,64,-54048,81344,75864,5480,35240,2144,46284,0,3392,19596,23296,196900,297196,165552,31348,72816,27480
1985:Q2,36,126,205901,3168,27716,2344,5668,49736,2088,42616,4008,-1088,2112,29320,26164,3156,57960,1984,28005,0,3828,-863,25040,205992,327448,165384,40608,72816,48640
