date,FA266905005.Q,FA266903001.Q,FA266904101.Q,FA266400101.Q,FA266900005.Q,FA266903011.Q,FA266904001.Q,FA266400201.Q,FA265440005.Q,FA266000105.Q,FA265090005.Q,FA265420005.Q,FA265000005.Q,FA264090005.Q,FA263011205.Q,FA313111303.Q,FA264016005.Q,FA263020005.Q,FA263030005.Q,FA263034003.Q,FA262051005.Q,FA264022005.Q,FA263069103.Q,FA263061105.Q,FA263061705.Q,FA263062003.Q,FA263063005.Q,FA263069005.Q,FA263092305.Q,FA263064105.Q,FA263092101.Q,FA263064203.Q,FA543141905.Q,FA543151905.Q,FA263070005.Q,FA263090005.Q,FA264194005.Q,FA264190005.Q,FA263111005.Q,FA263191005.Q,FA262151003.Q,FA264122005.Q,FA263169105.Q,FA263163005.Q,FA264123005.Q,FA263168005.Q,FA263169005.Q,FA263192305.Q,FA263140005.Q,FA263150005.Q,FA263170005.Q,FA263190005.Q,FA263181105.Q,FA263164100.Q,FA263192101.Q,FA313092803.Q,FA267005005.Q,FA266903005.Q,FA266904005.Q,FA266400101.Q,FA266400201.Q,FA266000005.Q
1953:Q2,19990,16447,915,2628,18163,15196,2967,0,0,1827,-1400,-0,-1400,1420,512,0,360,-188,468,0,0,924,-4,856,0,0,72,0,32,-372,-212,0,0,0,-104,0,2820,768,-168,-112,0,-500,0,-500,1424,-192,1616,68,0,0,144,-88,2052,372,1680,0,3227,-1251,2052,2628,0,-1827
1953:Q3,19690,16307,947,2436,18511,15755,2756,0,0,1179,-876,-0,-876,2540,1204,0,172,-220,324,0,0,1196,204,932,0,0,60,0,76,-184,-32,0,0,0,4,0,3416,1836,84,44,0,-180,0,-180,1888,-228,2116,60,0,0,-44,-16,1580,116,1464,0,2055,-552,1809,2436,0,-1179
1953:Q4,18927,15507,996,2424,17996,15172,2824,0,0,931,3008,-0,3008,2052,516,0,-724,-724,1432,0,0,92,180,-84,0,0,-4,0,-56,880,748,0,0,0,-112,0,-956,880,-288,116,0,28,0,28,1164,152,1012,-72,0,0,-76,8,-1836,-28,-1808,0,-2077,-335,1828,2424,0,-931
1954:Q1,17867,14780,955,2132,17379,14424,2955,0,0,488,2536,-0,2536,3504,224,0,-288,40,1100,0,0,980,-76,1084,0,0,-28,0,68,1384,0,0,0,0,-4,0,968,332,-176,4,0,684,0,684,-120,12,-132,48,0,0,-8,-100,636,-560,1196,0,-2048,-356,2000,2132,0,-488
1954:Q2,19048,16184,948,1916,19384,16438,2946,0,0,-336,-748,-0,-748,1320,32,0,-32,456,1124,0,0,-540,-52,-456,0,0,-32,0,84,180,116,0,0,0,-100,0,2068,-188,-80,52,0,-252,0,-252,-304,-128,-176,68,0,0,92,236,2256,620,1636,0,412,254,1998,1916,0,336
1954:Q3,18926,15304,934,2688,18850,15878,2972,0,0,76,1228,-0,1228,2380,656,0,60,-1040,1036,0,0,1392,-76,1380,0,0,88,0,84,120,88,0,0,0,-16,0,1152,-424,-512,88,0,-392,0,-392,-28,456,-484,36,0,0,116,268,1576,708,868,0,-1152,574,2038,2688,0,-76
1954:Q4,18979,15460,939,2580,19887,16605,3282,0,0,-908,1188,-0,1188,1576,280,0,184,1384,-1292,0,0,648,936,-284,0,0,-4,0,-136,248,192,0,0,0,68,0,388,1068,40,32,0,-240,0,-240,1048,804,244,-48,0,0,196,40,-680,456,-1136,0,-2096,1145,2343,2580,0,908
1955:Q1,20188,16169,975,3044,20671,17273,3398,0,0,-483,-2376,-0,-2376,-684,120,0,52,-1392,148,0,0,-4,-68,24,0,0,40,0,88,196,-32,0,0,0,140,0,1692,-108,-176,-44,0,-376,0,-376,-64,44,-108,48,0,0,96,408,1800,596,1204,0,1893,1104,2423,3044,0,483
1955:Q2,20634,17097,1065,2472,20405,16942,3463,0,0,229,-2600,-0,-2600,568,132,0,228,288,-60,0,0,-72,-440,344,0,0,24,0,104,132,-88,0,0,0,-96,0,3168,656,-80,-80,0,-232,0,-232,488,220,268,80,0,0,84,396,2512,492,2020,0,2829,-155,2398,2472,0,-229
1955:Q3,20879,17421,1094,2364,21686,18145,3541,0,0,-807,-908,-0,-908,1104,-60,0,-40,-216,252,0,0,800,12,752,0,0,36,0,84,284,-128,0,0,0,128,0,2012,196,-52,-16,0,-160,0,-160,128,316,-188,60,0,0,-64,300,1816,344,1472,0,101,724,2447,2364,0,807
1955:Q4,21548,18109,1099,2340,21975,18349,3626,0,0,-427,1632,-0,1632,360,-32,0,-336,616,-744,0,0,260,-84,228,0,0,116,0,-112,-104,872,0,0,0,-60,0,-1272,228,-256,24,0,-4,0,-4,156,252,-96,-60,0,0,100,268,-1500,32,-1532,0,-2059,240,2527,2340,0,427
1956:Q1,22391,18925,1118,2348,23334,19365,3969,0,0,-943,-1188,-0,-1188,2116,-48,0,544,200,-888,0,0,1756,148,1544,0,0,64,0,100,148,272,0,0,0,32,0,3304,1316,16,-136,0,360,0,360,296,140,156,92,0,0,248,440,1988,-264,2252,0,245,440,2851,2348,0,943
1956:Q2,22586,18973,1097,2516,24817,20882,3935,0,0,-2231,-2740,-0,-2740,1420,-412,0,-344,164,780,0,0,340,40,220,0,0,80,0,88,292,356,0,0,0,156,0,4160,1592,-276,184,0,324,0,324,700,144,556,108,0,0,68,484,2568,-116,2684,0,509,1909,2838,2516,0,2231
1956:Q3,22892,19253,1159,2480,25915,21822,4093,0,0,-3023,-2224,-0,-2224,2608,-656,0,1012,-240,156,0,0,1464,372,1024,0,0,68,0,76,280,364,0,0,0,152,0,4832,1484,292,-88,0,296,0,296,8,216,-208,132,0,0,104,740,3348,-104,3312,140,-799,2569,2934,2480,0,3023
1956:Q4,22272,18541,1175,2556,26803,23068,3735,0,0,-4531,-4152,-0,-4152,-1308,-104,0,-200,760,-616,0,0,-1220,368,-1644,0,0,56,0,-76,304,-252,0,0,0,96,0,2844,3900,2224,76,0,260,0,260,660,520,140,-32,0,0,124,588,-1056,-312,-744,0,-379,4527,2560,2556,0,4531
1957:Q1,23643,20100,1195,2348,29199,24919,4280,0,0,-5556,-5688,-0,-5688,-1644,-1392,0,-420,-1188,288,0,0,348,464,-244,0,0,128,0,44,428,172,0,0,0,76,0,4044,2496,-80,240,0,868,0,868,424,-28,452,100,0,0,-84,1028,1548,-892,2440,0,132,4819,3085,2348,0,5556
1957:Q2,24124,20270,1194,2660,28930,24369,4561,0,0,-4806,-6108,-0,-6108,856,-1304,0,-260,2504,-524,0,0,-344,-56,-336,0,0,48,0,52,288,208,0,0,0,236,0,6964,2412,244,-88,0,504,0,504,216,220,-4,196,0,0,160,1180,4552,-336,4888,0,1302,4099,3367,2660,0,4806
1957:Q3,23306,19762,1228,2316,28220,23759,4461,0,0,-4914,-4664,-0,-4664,-884,-108,0,-116,-336,4,0,0,-480,776,-1344,0,0,88,0,16,24,56,0,0,0,56,0,3780,2048,996,-92,0,124,0,124,392,496,-104,72,0,0,24,532,1732,-80,1812,0,-250,3997,3233,2316,0,4914
1957:Q4,23198,19634,1236,2328,26792,23022,3770,0,0,-3594,-1984,-0,-1984,812,-392,0,-196,416,-264,0,0,1332,-52,1288,0,0,96,0,16,-152,56,0,0,0,-4,0,2796,2840,308,-88,0,244,0,244,2356,620,1736,12,0,0,252,-244,-44,-292,248,0,-1610,3388,2534,2328,0,3594
1958:Q1,22943,19455,1256,2232,24420,20534,3886,0,0,-1477,-816,-0,-816,2376,1480,0,728,-1732,3760,0,0,-1980,452,-2568,0,0,136,0,76,-120,284,0,0,0,-120,0,3192,2476,268,116,0,1084,0,1084,676,364,312,52,0,0,-204,484,716,-600,1316,0,-661,1079,2630,2232,0,1477
1958:Q2,23591,20075,1172,2344,24412,20546,3866,0,0,-821,-376,-0,-376,3864,4300,0,464,1104,204,0,0,-2536,-624,-1908,0,0,-4,0,80,-72,312,0,0,0,8,0,4240,2904,168,-112,0,1360,0,1360,492,516,-24,100,0,0,152,744,1336,-1160,2496,0,-445,471,2694,2344,0,821
1958:Q3,23385,19739,1234,2412,24434,20595,3839,0,0,-1049,432,-0,432,3988,1932,0,-156,-1396,40,0,0,3180,-172,3352,0,0,0,0,76,-32,292,0,0,0,52,0,3556,2120,-212,160,0,352,0,352,1348,664,684,60,0,0,-12,424,1436,-72,1508,0,-1481,856,2605,2412,0,1049
1958:Q4,24591,20823,1300,2468,24448,20563,3885,0,0,143,2324,-0,2324,2536,1388,0,-724,1640,-480,0,0,1528,-100,1544,0,0,84,0,-152,8,-576,0,0,0,-96,0,212,1500,-292,-92,0,876,0,876,1292,272,1020,-32,0,0,44,-296,-1288,-512,-776,0,-2181,-260,2585,2468,0,-143
1959:Q1,27287,21396,1379,4512,25877,21915,3962,0,0,1410,1568,-0,1568,3496,384,0,652,-224,120,0,0,1692,-360,2028,0,0,24,0,108,140,408,0,0,0,216,0,1928,-24,-660,-24,0,676,0,676,-204,-388,184,88,0,0,-124,224,1952,-208,2160,0,-158,519,2583,4512,0,-1410
1959:Q2,28721,22544,1457,4720,25833,21776,4057,0,0,2888,4100,-0,4100,10812,2960,0,-368,688,-1440,0,0,7684,-36,7648,0,0,72,0,136,388,520,0,0,0,244,0,6712,3636,1272,-24,0,260,0,260,1208,140,1068,124,0,0,280,516,3076,8,3068,0,-1212,-768,2600,4720,0,-2888
1959:Q3,28425,22868,1549,4008,28458,24079,4379,0,0,-33,2608,-0,2608,4720,668,0,-512,-304,-844,0,0,4804,-60,4724,0,0,140,0,104,348,400,0,0,0,56,0,2112,564,-104,32,0,520,0,520,708,324,384,80,0,0,16,-688,1548,-476,2024,0,-2641,1211,2830,4008,0,33
1959:Q4,28632,22504,1648,4480,27809,23131,4678,0,0,823,4440,-0,4440,1916,288,0,-4,376,-1192,0,0,2552,112,2900,0,0,-460,0,-148,528,-576,0,0,0,92,0,-2524,-112,-352,-52,0,436,0,436,-260,516,-776,-80,0,0,200,-4,-2412,-436,-1976,0,-3617,627,3030,4480,0,-823
1960:Q1,29050,23288,1842,3920,30914,26145,4769,0,0,-1864,-1964,-0,-1964,1900,200,0,1152,-2256,-400,0,0,1544,1304,108,0,0,132,0,84,548,332,0,0,0,696,0,3864,1712,-436,-44,0,1116,0,1116,420,-356,776,92,0,0,0,564,2152,-52,2204,0,100,2857,2927,3920,0,1864
1960:Q2,29919,23455,1788,4676,31642,26850,4792,0,0,-1723,-884,-0,-884,3336,376,0,1424,1188,512,0,0,-408,-168,-364,0,0,124,0,60,344,232,0,0,0,-392,0,4220,2676,-324,76,0,500,0,500,1224,-116,1340,56,0,0,544,600,1544,164,1060,320,-839,3395,3004,4676,0,1723
1960:Q3,28281,22879,1770,3632,32495,27561,4934,0,0,-4214,2476,-0,2476,5880,2552,0,936,-148,876,0,0,1384,772,532,0,0,80,0,84,-60,280,0,0,0,-24,0,3404,1636,-408,204,0,304,0,304,1044,36,1008,56,0,0,56,380,1768,140,1628,0,-6690,4682,3164,3632,0,4214
1960:Q4,27795,21742,1701,4352,32679,27622,5057,0,0,-4884,-5464,-0,-5464,6112,3684,0,-360,1144,148,0,0,1096,228,888,0,0,-20,0,28,-20,160,0,0,0,232,0,11576,4776,-600,-224,0,388,0,388,1948,860,1088,252,0,0,2444,568,6800,92,6412,296,580,5880,3356,4352,0,4884
1961:Q1,27422,21658,1724,4040,32860,27560,5300,0,0,-5438,-945,-1,-944,4084,1484,0,884,2080,-1584,0,0,176,208,-64,0,0,32,0,80,384,300,0,0,0,280,0,5028,1960,0,164,0,340,0,340,2072,-140,2212,116,0,0,-1040,308,3068,200,2868,0,-4493,5902,3576,4040,0,5438
1961:Q2,28556,21899,1741,4916,31768,26627,5141,0,0,-3212,-4253,-1,-4252,260,-680,0,1068,-496,660,0,0,-1452,-84,-1388,0,0,20,0,96,588,352,0,0,0,124,0,4512,1768,600,96,0,692,0,692,-876,544,-1420,112,0,0,732,412,2744,292,2452,0,1041,4728,3400,4916,0,3212
1961:Q3,28792,23326,1814,3652,33095,27779,5316,0,0,-4303,-2825,-1,-2824,5664,584,0,-48,904,1100,0,0,2784,476,2344,0,0,-36,0,52,48,168,0,0,0,72,0,8488,5000,1436,100,0,268,0,268,2408,116,2292,124,0,0,608,56,3488,228,3260,0,-1478,4453,3502,3652,0,4303
1961:Q4,30011,23870,1873,4268,33912,28442,5470,0,0,-3901,-2797,-1,-2796,2572,2040,0,-2360,1416,32,0,0,308,-324,644,0,0,-12,0,32,272,164,0,0,0,668,0,5368,2480,-1032,-8,0,448,0,448,2620,1408,1212,60,0,0,124,268,2888,580,1624,684,-1104,4572,3597,4268,0,3901
1962:Q1,30617,24314,1803,4500,33729,28325,5404,0,0,-3112,-1563,1,-1564,4192,1216,0,648,1132,-28,0,0,852,96,-48,336,0,468,0,48,112,172,0,0,0,40,0,5756,3828,-492,-8,0,804,0,804,2236,956,1280,80,0,0,1016,192,1928,-20,1948,0,-1549,4011,3601,4500,0,3112
1962:Q2,31747,24884,1839,5024,35493,29662,5831,0,0,-3746,-3563,1,-3564,2452,464,0,-112,156,348,0,0,1768,-268,1780,340,0,-84,0,80,108,300,0,0,0,-660,0,6016,3660,1120,128,0,1260,0,1260,620,24,596,112,0,0,-184,604,2356,-28,2384,0,-183,4778,3992,5024,0,3746
1962:Q3,30729,25111,1858,3760,35502,29593,5909,0,0,-4773,1361,1,1360,3336,1780,0,72,-2236,552,0,0,2640,-96,2600,336,0,-200,0,56,108,172,0,0,0,192,0,1976,-744,-1740,-76,0,376,0,376,-584,76,-660,100,0,0,880,300,2720,-28,2748,0,-6134,4482,4051,3760,0,4773
1962:Q4,31733,25550,1887,4296,35300,28683,6617,0,0,-3567,-1791,1,-1792,3472,100,0,-2020,1488,1120,0,0,1672,376,1044,336,0,-84,0,104,108,452,0,0,0,448,0,5264,924,-1460,-544,0,1536,0,1536,1172,-336,1508,156,0,0,180,-116,4340,-24,3876,488,-1776,3133,4730,4296,0,3567
1963:Q1,31609,25185,1912,4512,35580,29161,6419,0,0,-3971,-3148,-0,-3148,4556,444,0,2752,-1276,1572,0,0,576,-68,476,336,0,-168,0,60,224,216,0,0,0,-12,0,7704,3920,316,152,0,1976,0,1976,1388,-380,1768,144,0,0,-256,200,3784,112,3672,0,-823,3976,4507,4512,0,3971
1963:Q2,33452,25890,2010,5552,37795,31448,6347,0,0,-4343,-3140,-0,-3140,5636,464,0,-680,1344,548,0,0,3004,228,2212,332,0,232,0,112,224,404,0,0,0,216,0,8776,5308,-28,484,0,2028,0,2028,3104,480,2624,144,0,0,-1488,1064,3468,116,3352,0,-1203,5558,4337,5552,0,4343
1963:Q3,32535,26704,2103,3728,37756,31215,6541,0,0,-5221,-168,-0,-168,3920,784,0,164,-324,756,0,0,1352,564,472,336,0,-20,0,100,224,348,0,0,0,516,0,4088,1160,-124,-260,0,284,0,284,844,540,304,100,0,0,192,124,2928,116,2812,0,-5053,4511,4438,3728,0,5221
1963:Q4,33036,26764,2188,4084,39287,32474,6813,0,0,-6251,-5720,-0,-5720,432,152,0,-1768,1320,528,0,0,-548,-524,-544,336,0,184,0,-80,228,-236,0,0,0,836,0,6152,2244,172,-1212,0,-316,0,-316,2916,1108,1808,152,0,0,132,400,3908,104,3556,248,-531,5710,4625,4084,0,6251
1964:Q1,33288,26978,2230,4080,41480,34192,7288,0,0,-8192,-6264,-0,-6264,820,184,0,88,296,1080,0,0,-1516,580,-2556,336,0,124,0,72,-292,268,0,0,0,640,0,7084,3568,388,544,0,-444,0,-444,2792,712,2080,124,0,0,436,-272,3516,364,3152,0,-1928,7214,5058,4080,0,8192
1964:Q2,35223,27726,2293,5204,41198,34030,7168,0,0,-5975,-4212,-0,-4212,2068,-292,0,-1092,1404,1360,0,0,420,456,-508,336,0,136,0,96,-80,348,0,0,0,-96,0,6280,2156,-1504,368,0,608,0,608,2696,536,2160,156,0,0,124,-292,4124,216,3708,200,-1763,6304,4875,5204,0,5975
