1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q3,1115,353,7252,196,0,0,2236,668,532,172,172,692,3468,2048,1420,4,528,40,0,8,0,0,0,772,0,436,0,336,9644,9640,0,0,4,5220,2876,0,396,1144,0,0,1328,0,-184,4,0,4,0,3154,0,8720,0,0,0
1970:Q4,1359,343,13540,1312,0,0,3928,2592,-420,176,136,1444,4616,1444,3172,-4,2912,52,0,-44,0,0,0,768,0,440,0,328,10780,10776,0,0,4,5576,3440,0,152,1604,0,0,1280,0,324,4,0,4,0,-1744,0,9588,0,0,0
1971:Q1,1295,362,12728,-836,0,0,6620,2120,-152,28,32,4592,1560,928,632,4,4908,44,0,-416,0,0,0,844,0,352,0,492,11864,11860,0,0,4,5928,4200,0,500,1228,0,0,1332,0,-104,4,0,4,0,69,0,10588,0,0,0
1971:Q2,1328,374,10464,-268,0,0,5548,2604,-1128,0,100,3972,844,940,-96,0,3676,48,0,-284,0,0,0,900,0,304,0,596,12788,12776,0,0,0,6264,4748,0,-532,2296,0,0,1276,0,1020,12,0,12,0,3278,0,11404,0,0,0
1971:Q3,1406,382,10440,100,0,0,4116,-1284,116,296,108,4880,2092,1124,968,4,3504,48,0,-316,0,0,0,892,0,296,0,596,13236,13228,0,0,4,6444,4900,0,320,1560,0,0,1276,0,284,8,0,8,0,3820,0,11712,0,0,0
1971:Q4,1417,396,17176,1024,0,0,7784,-928,308,56,-12,8360,3992,1012,2980,-4,3908,56,0,-420,0,0,0,836,0,320,0,516,12904,12948,0,0,56,6484,4632,0,-396,2172,0,0,1312,0,860,-44,0,-44,0,-3251,0,11512,0,0,0
1972:Q1,1509,346,9092,-2396,0,0,5860,-260,648,356,-48,5164,416,808,-392,4,4588,48,0,-360,0,0,0,932,0,480,0,452,13452,13444,0,0,4,6556,4332,0,576,1976,0,0,1424,0,552,8,0,8,0,5523,0,11304,0,0,0
1972:Q2,1594,354,14288,656,0,0,7368,560,-1072,-68,0,7948,1044,1020,24,0,4544,52,0,-352,0,0,0,976,0,580,0,396,13800,13792,0,0,0,6668,3976,0,-804,3952,0,0,1484,0,2468,8,0,8,0,752,0,11064,0,0,0
1972:Q3,1534,363,14408,376,0,0,9180,2948,612,204,44,5372,1732,996,736,4,2400,52,0,-312,0,0,0,976,0,592,0,384,13948,13940,0,0,0,6772,4220,0,384,2564,0,0,1528,0,1036,8,0,8,0,711,0,11432,0,0,0
1972:Q4,1520,377,19852,2236,0,0,6776,-2404,-192,-60,20,9412,6368,928,5440,-16,3708,72,0,-216,0,0,0,924,0,508,0,416,13448,13504,0,0,64,6892,5032,0,-96,1612,0,0,1568,0,44,-56,0,-56,0,-5261,0,12396,0,0,0
1973:Q1,1907,478,13672,-1828,0,0,9076,4408,-12,116,-140,4704,1996,1124,872,4,3312,56,0,168,0,0,0,888,0,444,0,444,15476,15472,0,0,4,7044,4916,0,728,2780,0,0,1612,0,1168,4,0,4,0,3233,0,12468,0,0,0
1973:Q2,1970,504,16148,-92,0,0,5796,-1260,-1008,204,168,7692,4980,1716,3264,0,4228,60,0,324,0,0,0,852,0,392,0,460,14916,14888,0,0,4,7228,5420,0,-828,3064,0,0,1668,0,1396,28,0,28,0,234,0,13188,0,0,0
1973:Q3,2061,524,15156,-264,0,0,3096,-3588,-424,376,88,6644,8356,3536,4820,4,2956,56,0,108,0,0,0,844,0,372,0,472,15160,15136,0,0,8,7268,5996,0,348,1516,0,0,1692,0,-176,24,0,24,0,1541,0,13824,0,0,0
1973:Q4,2077,541,22404,2540,0,0,4688,532,-88,-100,64,4280,11136,2408,8728,-4,2736,64,0,392,0,0,0,852,0,392,0,460,15736,15784,0,0,80,7148,6648,0,-104,2012,0,0,1704,0,308,-48,0,-48,0,-5132,0,14352,0,0,0
1974:Q1,2313,609,14692,-2308,0,0,8412,1424,608,192,292,5896,5020,1776,3244,0,2060,64,0,280,0,0,0,1164,0,616,0,548,14780,14756,0,0,8,6996,5264,0,708,1780,0,0,1656,0,124,24,0,24,0,1792,0,12892,0,0,0
1974:Q2,2662,629,14900,-168,0,0,4112,-892,-988,20,368,5604,6828,2648,4180,4,2348,60,0,408,0,0,0,1308,0,740,0,568,15204,15412,0,0,-56,6820,6172,0,-860,3336,0,0,1620,0,1716,-208,0,-208,0,2337,0,13672,0,0,0
1974:Q3,2888,656,13268,204,0,0,1204,-2144,-88,208,164,3064,8288,3480,4808,0,1308,68,0,796,0,0,0,1400,0,772,0,628,15644,15856,0,0,-52,6912,6436,0,304,2256,0,0,1660,0,596,-212,0,-212,0,4608,0,14044,0,0,0
1974:Q4,2554,686,23288,1984,0,0,7832,5876,180,304,196,1276,9976,2748,7228,4,2072,64,0,-80,0,0,0,1436,0,712,0,724,16360,16484,0,0,-140,7288,6060,0,-200,3476,0,0,1744,0,1732,-124,0,-124,0,-5060,0,14020,0,0,0
1975:Q1,2789,831,16500,-1540,0,0,8564,-1428,852,180,116,8844,5904,1856,4048,4,2248,64,0,-312,0,0,0,1568,0,688,0,880,18908,18784,0,0,32,7612,8336,0,620,2184,0,0,1852,0,332,124,0,124,0,4366,0,16616,0,0,0
1975:Q2,2338,829,17208,-268,0,0,8608,1056,508,276,348,6420,4412,1528,2884,0,2924,72,0,-320,0,0,0,1780,0,692,0,1088,18252,18128,0,0,32,7880,7440,0,-932,3708,0,0,1980,0,1728,124,0,124,0,2553,0,16008,0,0,0
1975:Q3,2423,832,18964,-1008,0,0,13424,4060,436,412,1528,6988,3020,1564,1456,4,1524,68,0,236,0,0,0,1696,0,660,0,1036,19580,19456,0,0,32,8080,8224,0,220,2900,0,0,1976,0,924,124,0,124,0,2207,0,16968,0,0,0
1975:Q4,2734,841,28932,2520,0,0,18852,-716,3660,548,1372,13988,4820,1472,3348,4,1508,68,0,-168,0,0,0,1328,0,592,0,736,22852,22732,0,0,32,8204,10652,0,-268,4112,0,0,1832,0,2280,120,0,120,0,-4187,0,19448,0,0,0
1976:Q1,2388,841,23496,-2516,620,0,17844,-2012,1344,892,2024,15596,2220,1184,1036,4,4076,72,0,-256,0,0,0,1432,0,632,0,800,25228,25056,0,0,48,8348,12880,0,772,3008,0,0,2228,0,780,172,0,172,0,3279,0,21864,0,0,0
1976:Q2,2683,871,24004,500,-264,0,17444,3572,-464,24,728,13584,2608,1492,1116,0,2408,80,0,-80,0,0,0,1308,0,572,0,736,28040,27864,0,0,44,8504,15024,0,-812,5104,0,0,2304,0,2800,176,0,176,0,5848,0,24164,0,0,0
1976:Q3,3229,904,25892,-1356,40,0,19560,-2204,1852,1768,840,17304,3416,1432,1984,4,2836,76,0,4,0,0,0,1312,0,604,0,708,29108,28932,0,0,44,8672,16024,0,512,3680,0,0,2312,0,1368,176,0,176,0,5541,0,25320,0,0,0
1976:Q4,3480,938,39136,2464,824,0,24636,2288,-204,912,752,20888,6772,1360,5412,-48,2976,128,0,-44,0,0,0,1428,0,716,0,712,28508,28244,0,0,-44,8860,15876,0,60,3492,0,0,2284,0,1208,264,0,264,0,-8086,0,25352,0,0,0
1977:Q1,2741,930,26108,-2964,740,0,21216,2252,696,916,472,16880,2812,1656,1156,4,1804,80,0,172,0,0,0,2244,0,828,0,1416,29268,29092,0,0,44,8992,15512,0,312,4232,0,0,2912,0,1320,176,0,176,0,4971,0,25620,0,0,0
1977:Q2,2928,959,30092,652,-644,0,20812,1080,-820,552,372,19628,6204,1844,4360,4,796,80,0,-100,0,0,0,2288,0,944,0,1344,30184,30112,0,0,20,9060,16188,0,416,4428,0,0,3268,0,1160,72,0,72,0,2061,0,26648,0,0,0
1977:Q3,3351,980,27876,452,-20,0,17728,64,1528,1420,900,13816,6672,1728,4944,0,600,88,0,84,0,0,0,2272,0,968,0,1304,31768,31692,0,0,16,9344,17280,0,444,4608,0,0,3348,0,1260,76,0,76,0,6263,0,28084,0,0,0
1977:Q4,3795,1011,41032,2604,288,0,22112,-4708,-1616,3848,84,24504,12376,1660,10716,-4,1348,92,0,56,0,0,0,2160,0,896,0,1264,33632,33464,0,0,-76,9844,18308,0,388,5000,0,0,3156,0,1844,168,0,168,0,-4616,0,29444,0,0,0
1978:Q1,3504,1142,31768,-3040,340,0,26408,7524,-960,2412,-196,17628,6096,1804,4292,8,-96,128,0,108,0,0,0,1816,0,1000,0,816,33896,33824,0,0,20,10412,18396,0,368,4628,0,0,3204,0,1424,72,0,72,0,4490,0,30080,0,0,0
1978:Q2,3883,1251,32616,648,-208,0,19808,-1216,-604,1160,-236,20704,10196,2436,7760,4,260,136,0,-132,0,0,0,1904,0,1024,0,880,35532,35336,0,0,52,11048,19232,0,388,4616,0,0,3212,0,1404,196,0,196,0,5548,0,31564,0,0,0
1978:Q3,4269,1328,36164,-428,568,0,21748,2084,756,3744,520,14644,11764,2536,9228,4,476,140,0,-92,0,0,0,1984,0,1076,0,908,36032,35832,0,0,48,11188,19552,0,336,4708,0,0,3168,0,1540,200,0,200,0,2809,0,31956,0,0,0
1978:Q4,4473,1410,41492,2716,1360,0,16388,-2580,-1164,2848,1316,15968,19576,3584,15992,-8,-1216,160,0,244,0,0,0,2272,0,1160,0,1112,35600,35308,0,0,-40,10824,19352,0,224,4948,0,0,3044,0,1904,292,0,292,0,-2829,0,31228,0,0,0
1979:Q1,4548,1676,33536,-3952,-448,0,22908,2600,2140,2312,-1248,17104,12716,4076,8640,4,-492,148,0,88,0,0,0,2564,0,1264,0,1300,35228,35032,0,0,52,10600,19124,0,132,5124,0,0,3080,0,2044,196,0,196,0,4564,0,30628,0,0,0
1979:Q2,4189,1735,38084,1372,664,0,19048,4052,-612,3468,-4,12144,14468,3896,10572,8,-664,152,0,176,0,0,0,2860,0,1380,0,1480,35488,34976,0,0,136,10520,18848,0,60,5412,0,0,3044,0,2368,512,0,512,0,-142,0,30128,0,0,0
1979:Q3,4501,1838,35320,-1480,992,0,14376,-40,-216,4140,604,9888,16244,3688,12556,4,1996,160,0,116,0,0,0,2912,0,1400,0,1512,35532,35016,0,0,132,10376,19248,0,-28,5288,0,0,2920,0,2368,516,0,516,0,2875,0,30296,0,0,0
1979:Q4,4731,1907,42568,5012,1440,0,7812,-180,-1048,1432,752,6856,24308,7056,17252,-8,884,180,0,204,0,0,0,2736,0,1328,0,1408,35380,34800,0,0,68,10156,20324,0,-152,4404,0,0,2704,0,1700,580,0,580,0,-4364,0,31124,0,0,0
1980:Q1,5582,1901,39220,-4128,-252,0,14012,-6944,116,1956,136,18748,24172,8280,15892,8,2148,168,0,524,0,0,0,2568,0,1244,0,1324,35200,34684,0,0,132,9960,20980,0,304,3308,0,0,2176,0,1132,516,0,516,0,-339,0,31504,0,0,0
1980:Q2,6020,1886,32816,2680,448,0,7744,3568,872,-524,-496,4324,22604,9928,12676,8,-3152,176,0,-84,0,0,0,2392,0,1140,0,1252,34448,33644,0,0,212,9776,21196,0,516,1944,0,0,1860,0,84,804,0,804,0,5766,0,31404,0,0,0
1980:Q3,6122,1950,35780,-2148,2768,0,17524,6768,812,2256,512,7176,13308,3316,9992,4,1796,184,0,-124,0,0,0,2468,0,1196,0,1272,35268,34840,0,0,108,9596,22460,0,500,2176,0,0,1828,0,348,428,0,428,0,3660,0,32500,0,0,0
1980:Q4,6589,2046,42948,5788,436,0,15972,5348,2000,3364,940,4320,16896,4820,12076,-12,760,208,0,112,0,0,0,2788,0,1408,0,1380,38240,37828,0,0,-148,9400,24760,0,264,3552,0,0,2068,0,1484,412,0,412,0,-165,0,34748,0,0,0
1981:Q1,6484,2136,43536,-3512,2388,0,24700,6056,5472,4448,524,8200,14544,7200,7344,8,1892,196,0,392,0,0,0,2928,0,1676,0,1252,46424,46300,0,0,28,9296,30740,0,24,6212,0,0,3072,0,3140,124,0,124,0,7236,0,40728,0,0,0
1981:Q2,6839,2240,44212,876,4932,0,21496,5380,-1016,5644,496,10992,13880,6912,6968,8,-284,200,0,276,0,0,0,2828,0,2004,0,824,41636,41216,0,0,112,9260,24020,0,-204,8028,0,0,3216,0,4812,420,0,420,0,2023,0,34040,0,0,0
1981:Q3,5917,2342,47124,2292,4392,0,18032,8296,960,2620,352,5804,13920,8412,5508,12,4024,204,0,888,0,0,0,3360,0,1944,0,1416,52504,52152,0,0,92,8920,34848,0,-228,8520,0,0,3284,0,5236,352,0,352,0,8955,0,44608,0,0,0
1981:Q4,5087,2486,48424,2416,5288,0,18068,9956,3900,-116,428,3900,13500,6656,6844,0,3836,224,0,568,0,0,0,4524,0,1508,0,3016,45740,44104,0,0,196,8272,28440,0,-48,7244,0,0,3248,0,3996,1636,0,1636,0,-83,0,37632,0,0,0
1982:Q1,4933,2592,42156,-9468,2052,0,30756,-872,11616,3456,1400,15156,9560,5228,4332,-8,1776,212,0,1508,0,0,0,5768,0,1116,0,4652,46992,46556,0,0,12,7528,31520,0,132,7364,0,0,3636,0,3728,436,0,436,0,7177,0,40032,0,0,0
1982:Q2,4585,2550,56456,3192,3748,0,27880,6192,-476,4468,1500,16196,8796,5428,3368,-104,1212,136,0,1604,0,0,0,9992,0,772,0,9220,66056,65392,0,0,364,6680,38372,0,292,19684,0,0,3552,0,16132,664,0,664,0,11635,0,46088,0,0,0
1982:Q3,4451,2482,51860,236,1952,0,27888,3600,7012,4132,1460,11684,7432,4212,3220,-88,5860,44,0,892,0,0,0,7644,0,620,0,7024,60780,60868,0,0,-60,6540,47604,0,296,6488,0,0,3672,0,2816,-88,0,-88,0,10889,0,55280,0,0,0
1982:Q4,4878,2436,73136,7152,-3168,0,52820,7764,15296,5308,3224,21228,8200,2152,6048,-20,744,88,0,56,0,0,0,7264,0,664,0,6600,55996,55896,0,0,192,7104,41228,0,148,7224,0,0,3996,0,3228,100,0,100,0,-14698,0,49620,0,0,0
1983:Q1,5333,2580,51368,-8536,1072,0,41000,5292,12744,2740,688,19536,7224,1864,5360,-88,5820,28,0,-260,0,0,0,5108,0,600,0,4508,41100,40980,0,0,-36,7540,25084,0,4,8388,0,0,3652,0,4736,120,0,120,0,-7515,0,34072,0,0,0
1983:Q2,4825,2602,58344,1892,-4480,0,40040,2576,9492,3784,2532,21656,6720,1136,5584,-52,6392,256,0,-1152,0,0,0,8728,0,580,0,8148,48312,48360,0,0,120,7852,31400,0,-124,9112,0,0,3984,0,5128,-48,0,-48,0,-7809,0,40884,0,0,0
1983:Q3,3993,2722,54536,-1736,-2724,0,35416,1372,9700,7544,680,16120,11120,596,10524,-24,1108,180,0,-284,0,0,0,11480,0,560,0,10920,46912,46964,0,0,132,7964,29608,0,-144,9404,0,0,4092,0,5312,-52,0,-52,0,-6353,0,39264,0,0,0
1983:Q4,2693,2879,70696,4732,-364,0,44640,4468,16492,14848,-144,8976,15384,812,14572,-64,412,244,0,160,0,0,0,5552,0,596,0,4956,61876,61624,0,0,-40,7884,44556,0,-64,9288,0,0,3988,0,5300,252,0,252,0,-9006,0,54084,0,0,0
1984:Q1,730,3047,48584,-5116,1484,0,48656,10124,9000,8924,-3888,24496,1692,484,1208,-80,916,-28,0,660,0,0,0,400,0,-600,0,1000,55460,55948,0,0,-176,4688,38112,0,0,13324,0,0,4176,0,9148,-488,0,-488,0,4559,0,44248,0,0,0
1984:Q2,22,3212,64664,2380,476,0,46636,8144,3464,9776,-1208,26460,9484,564,8920,-84,-900,108,0,228,0,0,0,6336,0,-1396,0,7732,60072,60316,0,0,164,4264,40192,0,8,15688,0,0,3948,0,11740,-244,0,-244,0,-7782,0,45800,0,0,0
1984:Q3,231,3336,58936,-2616,5272,0,42232,-2076,13132,10740,-1072,21508,7820,456,7364,-52,1988,184,0,-44,0,0,0,4152,0,-1380,0,5532,62900,63212,0,0,-92,5212,42284,0,68,15740,0,0,3872,0,11868,-312,0,-312,0,859,0,48808,0,0,0
1984:Q4,216,3434,94064,7480,2232,0,62244,384,24676,14588,1076,21520,5572,264,5308,24,-968,788,0,956,0,0,0,15736,0,-588,0,16324,97760,93824,0,0,908,5648,75156,0,168,11944,0,0,4100,0,7844,3936,0,3936,0,478,0,82248,0,0,0
1985:Q1,760,4166,77564,-6160,-464,0,59684,8432,5844,12112,712,32584,14803,-100,14903,8,6352,-228,0,1736,0,0,0,1833,0,-148,0,1981,58328,58368,0,0,-124,8296,35248,0,272,14676,0,0,3624,0,11052,-40,404,-444,0,-22642,0,45336,0,0,0
1985:Q2,1090,4225,93464,412,1724,0,60784,1740,9416,11852,92,37684,14482,-208,14690,-80,5128,444,0,2236,0,0,0,8334,0,436,0,7898,82472,81772,0,0,156,9496,56408,0,360,15352,0,0,3940,0,11412,700,460,240,0,-14127,0,67900,0,0,0
1985:Q3,489,4180,79676,3328,-1416,0,56224,-4916,6384,18828,520,35408,13079,-308,13387,64,1196,-4,0,3060,0,0,0,4145,0,396,0,3749,70456,69736,0,0,444,11028,49024,0,436,8804,0,0,3972,0,4832,720,-600,1320,0,-12911,0,62152,0,0,0
1985:Q4,-585,4269,110676,20368,-7484,0,68440,-6228,20340,7200,2656,44472,17484,72,17412,132,6608,-36,0,-2628,0,0,0,7792,0,-280,0,8072,110160,111012,0,0,1396,12880,81828,0,500,14408,0,0,3700,0,10708,-852,-584,-268,0,-5370,0,96800,0,0,0
1986:Q1,-3691,4506,74692,-5964,1424,0,67164,-5756,7708,16528,1260,47424,20329,-4,20333,100,-17268,-320,0,11588,0,0,0,-2361,0,-964,0,-1397,73080,74764,0,0,-216,15584,23028,0,616,35752,0,0,3996,16032,15724,-1684,-308,-1376,0,-9809,0,56848,0,0,0
1986:Q2,-5842,4360,93808,3608,-268,0,58184,6080,-3316,9540,3072,42808,22249,4,22245,72,-9928,-1452,0,10012,0,0,0,11331,0,-1680,0,13011,88840,86332,0,0,196,16380,58368,0,776,10612,0,0,3964,11616,-4968,2508,2056,452,0,-15170,0,88800,0,0,0
1986:Q3,-6020,4312,122324,1020,128,0,61648,8148,8936,3340,3428,37796,24452,-96,24548,16,17184,288,0,6920,0,0,0,10668,0,-1676,0,12344,111768,108272,0,0,1300,17980,81768,0,756,6468,0,120,3740,9736,-7128,3496,-1192,4688,0,-20888,0,111896,0,0,0
1986:Q4,-4995,4377,124464,9292,-2876,0,76248,13212,16004,13024,44,33964,19894,-1160,21054,-16,1744,248,0,12432,0,0,0,7498,0,-976,0,8474,138056,133520,0,0,868,18864,90344,0,552,22892,0,0,3328,18324,1240,4536,1724,2812,0,4220,0,129292,0,0,0
1987:Q1,-9876,4432,101888,-6216,-3532,0,66736,-7796,8880,11120,-4004,58536,13055,-1376,14431,16,25788,28,0,-6100,0,0,0,12113,0,-116,0,12229,119036,118904,0,0,980,27752,24552,0,356,65264,0,0,5100,34752,25412,132,-984,1116,0,2840,0,89676,0,0,0
1987:Q2,-8848,4531,90256,-1196,-3528,0,62604,-6016,-14448,7952,1144,73972,17974,-704,18678,32,3664,16,0,-3696,0,0,0,14386,0,1360,0,13026,91664,91140,0,0,420,23572,27700,0,152,39296,0,0,5652,32728,916,524,-632,1156,0,-11971,0,87016,0,0,0
1987:Q3,-7466,4700,116544,2040,-2436,0,84992,7820,-1580,11640,-2944,70056,18359,568,17791,20,148,116,0,-4224,0,0,0,17529,0,1240,0,16289,124896,126296,0,0,1040,25100,37472,0,128,62556,0,0,5228,35548,21780,-1400,-892,-508,0,-3814,0,100620,0,0,0
1987:Q4,-4680,4780,156872,2416,-2740,0,102996,5976,2968,1836,2632,89584,41608,3596,38012,24,-3424,-32,0,5184,0,0,0,10840,0,3604,0,7236,146272,145320,0,0,-2660,43680,73684,0,568,30048,0,0,9464,31144,-10560,952,-908,1860,0,-20060,0,151608,0,0,0
1988:Q1,-884,4893,123432,-8812,3952,0,85976,-2404,244,7016,-420,81540,19675,-1704,21379,56,1316,284,0,712,0,0,0,20273,0,-548,0,20821,131304,130592,0,0,-184,23760,91408,0,360,15248,0,0,7412,-264,8100,712,-472,1184,0,2095,0,118816,0,0,0
1988:Q2,3542,5043,110172,-316,1540,0,81828,3976,5236,10500,-2112,64228,20979,2352,18627,20,-3996,-176,0,3064,0,0,0,7229,0,220,0,7009,115948,116416,0,0,-320,26776,70436,0,392,19132,0,0,6220,8168,4744,-468,444,-912,0,4275,0,108168,0,0,0
1988:Q3,1411,5098,104556,-3616,2896,0,80968,10136,1132,6680,-2092,65112,23464,1536,21928,4,-3076,368,0,3960,0,0,0,-412,0,644,0,-1056,88920,87848,0,0,544,24452,66004,0,476,-3628,0,0,4724,-11772,3420,1072,-232,1304,0,-19323,0,80124,0,0,0
